facility_id,facility_name,state,dashboard_measure_group,favorable_percent,survey_weight,included_rows,excluded_rows
10099F,ORLANDO VA MEDICAL CENTER,FL,Medicine Communication,70.67,1173,3,0
100329,OVIEDO MEDICAL CENTER,FL,Discharge Information,86.33,1689,3,0
100329,OVIEDO MEDICAL CENTER,FL,Nurse Communication,81.00,2252,4,0
100329,OVIEDO MEDICAL CENTER,FL,Doctor Communication,79.00,2252,4,0
100329,OVIEDO MEDICAL CENTER,FL,Recommendation,74.00,563,1,0
100329,OVIEDO MEDICAL CENTER,FL,Overall Rating,77.00,563,1,0
100329,OVIEDO MEDICAL CENTER,FL,Medicine Communication,61.00,1689,3,0
100316,PALM BAY HOSPITAL,FL,Discharge Information,80.00,1311,3,0
100316,PALM BAY HOSPITAL,FL,Nurse Communication,73.75,1748,4,0
100316,PALM BAY HOSPITAL,FL,Doctor Communication,75.25,1748,4,0
100316,PALM BAY HOSPITAL,FL,Recommendation,67.00,437,1,0
100316,PALM BAY HOSPITAL,FL,Overall Rating,62.00,437,1,0
100316,PALM BAY HOSPITAL,FL,Medicine Communication,59.00,1311,3,0
100176,PALM BEACH GARDENS MEDICAL CENTER,FL,Discharge Information,79.00,3195,3,0
100176,PALM BEACH GARDENS MEDICAL CENTER,FL,Nurse Communication,65.00,4260,4,0
100176,PALM BEACH GARDENS MEDICAL CENTER,FL,Doctor Communication,69.50,4260,4,0
100176,PALM BEACH GARDENS MEDICAL CENTER,FL,Recommendation,55.00,1065,1,0
100176,PALM BEACH GARDENS MEDICAL CENTER,FL,Overall Rating,52.00,1065,1,0
100176,PALM BEACH GARDENS MEDICAL CENTER,FL,Medicine Communication,45.33,3195,3,0
100187,PALMETTO GENERAL HOSPITAL,FL,Discharge Information,77.00,2079,3,0
100187,PALMETTO GENERAL HOSPITAL,FL,Nurse Communication,76.25,2772,4,0
100187,PALMETTO GENERAL HOSPITAL,FL,Doctor Communication,78.00,2772,4,0
100187,PALMETTO GENERAL HOSPITAL,FL,Recommendation,56.00,693,1,0
100187,PALMETTO GENERAL HOSPITAL,FL,Overall Rating,54.00,693,1,0
100187,PALMETTO GENERAL HOSPITAL,FL,Medicine Communication,62.67,2079,3,0
100028,PARRISH MEDICAL CENTER,FL,Discharge Information,84.33,1545,3,0
100028,PARRISH MEDICAL CENTER,FL,Nurse Communication,72.50,2060,4,0
100028,PARRISH MEDICAL CENTER,FL,Doctor Communication,75.00,2060,4,0
100028,PARRISH MEDICAL CENTER,FL,Recommendation,61.00,515,1,0
100028,PARRISH MEDICAL CENTER,FL,Overall Rating,60.00,515,1,0
100028,PARRISH MEDICAL CENTER,FL,Medicine Communication,53.00,1545,3,0
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,FL,Discharge Information,80.00,8016,3,0
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,FL,Nurse Communication,71.75,10688,4,0
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,FL,Doctor Communication,75.50,10688,4,0
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,FL,Recommendation,64.00,2672,1,0
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,FL,Overall Rating,62.00,2672,1,0
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,FL,Medicine Communication,51.33,8016,3,0
100025,SACRED HEART HOSPITAL,FL,Discharge Information,84.67,945,3,0
100025,SACRED HEART HOSPITAL,FL,Nurse Communication,72.50,1260,4,0
100025,SACRED HEART HOSPITAL,FL,Doctor Communication,73.00,1260,4,0
100025,SACRED HEART HOSPITAL,FL,Recommendation,64.00,315,1,0
100025,SACRED HEART HOSPITAL,FL,Overall Rating,64.00,315,1,0
100025,SACRED HEART HOSPITAL,FL,Medicine Communication,56.00,945,3,0
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,FL,Discharge Information,83.67,837,3,0
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,FL,Nurse Communication,80.75,1116,4,0
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,FL,Doctor Communication,81.75,1116,4,0
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,FL,Recommendation,73.00,279,1,0
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,FL,Overall Rating,72.00,279,1,0
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,FL,Medicine Communication,66.00,837,3,0
100124,SANTA ROSA MEDICAL CENTER,FL,Discharge Information,84.33,1242,3,0
100124,SANTA ROSA MEDICAL CENTER,FL,Nurse Communication,75.25,1656,4,0
100124,SANTA ROSA MEDICAL CENTER,FL,Doctor Communication,76.00,1656,4,0
100124,SANTA ROSA MEDICAL CENTER,FL,Recommendation,61.00,414,1,0
100124,SANTA ROSA MEDICAL CENTER,FL,Overall Rating,66.00,414,1,0
100124,SANTA ROSA MEDICAL CENTER,FL,Medicine Communication,60.00,1242,3,0
100087,SARASOTA MEMORIAL HOSPITAL,FL,Discharge Information,86.33,16332,3,0
100087,SARASOTA MEMORIAL HOSPITAL,FL,Nurse Communication,76.75,21776,4,0
100087,SARASOTA MEMORIAL HOSPITAL,FL,Doctor Communication,75.25,21776,4,0
100087,SARASOTA MEMORIAL HOSPITAL,FL,Recommendation,77.00,5444,1,0
100087,SARASOTA MEMORIAL HOSPITAL,FL,Overall Rating,72.00,5444,1,0
100087,SARASOTA MEMORIAL HOSPITAL,FL,Medicine Communication,58.33,16332,3,0
100359,SARASOTA MEMORIAL HOSPITAL - VENICE,FL,Discharge Information,88.67,7170,3,0
100359,SARASOTA MEMORIAL HOSPITAL - VENICE,FL,Nurse Communication,82.50,9560,4,0
100359,SARASOTA MEMORIAL HOSPITAL - VENICE,FL,Doctor Communication,75.25,9560,4,0
100359,SARASOTA MEMORIAL HOSPITAL - VENICE,FL,Recommendation,86.00,2390,1,0
100359,SARASOTA MEMORIAL HOSPITAL - VENICE,FL,Overall Rating,83.00,2390,1,0
100359,SARASOTA MEMORIAL HOSPITAL - VENICE,FL,Medicine Communication,61.00,7170,3,0
100001,SHANDS JACKSONVILLE,FL,Discharge Information,84.33,11190,3,0
100001,SHANDS JACKSONVILLE,FL,Nurse Communication,75.25,14920,4,0
100001,SHANDS JACKSONVILLE,FL,Doctor Communication,76.50,14920,4,0
100001,SHANDS JACKSONVILLE,FL,Recommendation,70.00,3730,1,0
100001,SHANDS JACKSONVILLE,FL,Overall Rating,69.00,3730,1,0
100001,SHANDS JACKSONVILLE,FL,Medicine Communication,56.33,11190,3,0
100132,SOUTH FLORIDA BAPTIST HOSPITAL,FL,Discharge Information,86.33,2517,3,0
100132,SOUTH FLORIDA BAPTIST HOSPITAL,FL,Nurse Communication,79.00,3356,4,0
100132,SOUTH FLORIDA BAPTIST HOSPITAL,FL,Doctor Communication,73.75,3356,4,0
100132,SOUTH FLORIDA BAPTIST HOSPITAL,FL,Recommendation,75.00,839,1,0
100132,SOUTH FLORIDA BAPTIST HOSPITAL,FL,Overall Rating,76.00,839,1,0
100132,SOUTH FLORIDA BAPTIST HOSPITAL,FL,Medicine Communication,61.00,2517,3,0
100154,SOUTH MIAMI HOSPITAL,FL,Discharge Information,83.67,2115,3,0
100154,SOUTH MIAMI HOSPITAL,FL,Nurse Communication,78.00,2820,4,0
100154,SOUTH MIAMI HOSPITAL,FL,Doctor Communication,78.50,2820,4,0
100154,SOUTH MIAMI HOSPITAL,FL,Recommendation,77.00,705,1,0
100154,SOUTH MIAMI HOSPITAL,FL,Overall Rating,75.00,705,1,0
100154,SOUTH MIAMI HOSPITAL,FL,Medicine Communication,62.67,2115,3,0
100067,ST ANTHONYS HOSPITAL,FL,Discharge Information,87.00,7005,3,0
100067,ST ANTHONYS HOSPITAL,FL,Nurse Communication,80.00,9340,4,0
100067,ST ANTHONYS HOSPITAL,FL,Doctor Communication,77.00,9340,4,0
100067,ST ANTHONYS HOSPITAL,FL,Recommendation,81.00,2335,1,0
100067,ST ANTHONYS HOSPITAL,FL,Overall Rating,78.00,2335,1,0
100067,ST ANTHONYS HOSPITAL,FL,Medicine Communication,60.00,7005,3,0
100075,ST JOSEPHS HOSPITAL,FL,Discharge Information,86.33,17814,3,0
100075,ST JOSEPHS HOSPITAL,FL,Nurse Communication,80.25,23752,4,0
100075,ST JOSEPHS HOSPITAL,FL,Doctor Communication,76.75,23752,4,0
100075,ST JOSEPHS HOSPITAL,FL,Recommendation,77.00,5938,1,0
100075,ST JOSEPHS HOSPITAL,FL,Overall Rating,77.00,5938,1,0
100075,ST JOSEPHS HOSPITAL,FL,Medicine Communication,61.33,17814,3,0
100260,ST LUCIE MEDICAL CENTER,FL,Discharge Information,82.33,1716,3,0
100260,ST LUCIE MEDICAL CENTER,FL,Nurse Communication,73.75,2288,4,0
100260,ST LUCIE MEDICAL CENTER,FL,Doctor Communication,68.00,2288,4,0
100260,ST LUCIE MEDICAL CENTER,FL,Recommendation,67.00,572,1,0
100260,ST LUCIE MEDICAL CENTER,FL,Overall Rating,63.00,572,1,0
100260,ST LUCIE MEDICAL CENTER,FL,Medicine Communication,55.67,1716,3,0
100288,ST MARY'S MEDICAL CENTER,FL,Discharge Information,79.67,1722,3,0
100288,ST MARY'S MEDICAL CENTER,FL,Nurse Communication,65.25,2296,4,0
100288,ST MARY'S MEDICAL CENTER,FL,Doctor Communication,69.25,2296,4,0
100288,ST MARY'S MEDICAL CENTER,FL,Recommendation,56.00,574,1,0
100288,ST MARY'S MEDICAL CENTER,FL,Overall Rating,55.00,574,1,0
100288,ST MARY'S MEDICAL CENTER,FL,Medicine Communication,49.00,1722,3,0
100135,TALLAHASSEE MEMORIAL HEALTHCARE,FL,Discharge Information,80.67,3477,3,0
100135,TALLAHASSEE MEMORIAL HEALTHCARE,FL,Nurse Communication,72.00,4636,4,0
100135,TALLAHASSEE MEMORIAL HEALTHCARE,FL,Doctor Communication,75.25,4636,4,0
100135,TALLAHASSEE MEMORIAL HEALTHCARE,FL,Recommendation,66.00,1159,1,0
100135,TALLAHASSEE MEMORIAL HEALTHCARE,FL,Overall Rating,62.00,1159,1,0
100135,TALLAHASSEE MEMORIAL HEALTHCARE,FL,Medicine Communication,53.67,3477,3,0
100128,TAMPA GENERAL HOSPITAL,FL,Discharge Information,84.33,3723,3,0
100128,TAMPA GENERAL HOSPITAL,FL,Nurse Communication,78.50,4964,4,0
100128,TAMPA GENERAL HOSPITAL,FL,Doctor Communication,75.25,4964,4,0
100128,TAMPA GENERAL HOSPITAL,FL,Recommendation,71.00,1241,1,0
100128,TAMPA GENERAL HOSPITAL,FL,Overall Rating,68.00,1241,1,0
100128,TAMPA GENERAL HOSPITAL,FL,Medicine Communication,58.67,3723,3,0
100071,TAMPA GENERAL HOSPITAL BROOKSVILLE,FL,Discharge Information,78.00,2607,3,0
100071,TAMPA GENERAL HOSPITAL BROOKSVILLE,FL,Nurse Communication,70.00,3476,4,0
100071,TAMPA GENERAL HOSPITAL BROOKSVILLE,FL,Doctor Communication,61.75,3476,4,0
100071,TAMPA GENERAL HOSPITAL BROOKSVILLE,FL,Recommendation,54.00,869,1,0
100071,TAMPA GENERAL HOSPITAL BROOKSVILLE,FL,Overall Rating,52.00,869,1,0
100071,TAMPA GENERAL HOSPITAL BROOKSVILLE,FL,Medicine Communication,48.67,2607,3,0
100249,TAMPA GENERAL HOSPITAL CRYSTAL RIVER,FL,Discharge Information,79.00,1839,3,0
100249,TAMPA GENERAL HOSPITAL CRYSTAL RIVER,FL,Nurse Communication,74.25,2452,4,0
100249,TAMPA GENERAL HOSPITAL CRYSTAL RIVER,FL,Doctor Communication,67.25,2452,4,0
100249,TAMPA GENERAL HOSPITAL CRYSTAL RIVER,FL,Recommendation,56.00,613,1,0
100249,TAMPA GENERAL HOSPITAL CRYSTAL RIVER,FL,Overall Rating,54.00,613,1,0
100249,TAMPA GENERAL HOSPITAL CRYSTAL RIVER,FL,Medicine Communication,54.00,1839,3,0
10063F,TAMPA VA MEDICAL CENTER,FL,Discharge Information,88.67,1389,3,0
10063F,TAMPA VA MEDICAL CENTER,FL,Nurse Communication,81.00,1852,4,0
10063F,TAMPA VA MEDICAL CENTER,FL,Doctor Communication,81.25,1852,4,0
10063F,TAMPA VA MEDICAL CENTER,FL,Recommendation,78.00,463,1,0
10063F,TAMPA VA MEDICAL CENTER,FL,Overall Rating,78.00,463,1,0
10063F,TAMPA VA MEDICAL CENTER,FL,Medicine Communication,65.33,1389,3,0
100350,UCF LAKE NONA HOSPITAL,FL,Discharge Information,82.33,1341,3,0
100350,UCF LAKE NONA HOSPITAL,FL,Nurse Communication,78.75,1788,4,0
100350,UCF LAKE NONA HOSPITAL,FL,Doctor Communication,76.75,1788,4,0
100350,UCF LAKE NONA HOSPITAL,FL,Recommendation,76.00,447,1,0
100350,UCF LAKE NONA HOSPITAL,FL,Overall Rating,74.00,447,1,0
100350,UCF LAKE NONA HOSPITAL,FL,Medicine Communication,59.67,1341,3,0
100084,UF HEALTH LEESBURG HOSPITAL,FL,Discharge Information,87.33,8466,3,0
100084,UF HEALTH LEESBURG HOSPITAL,FL,Nurse Communication,78.75,11288,4,0
100084,UF HEALTH LEESBURG HOSPITAL,FL,Doctor Communication,68.25,11288,4,0
100084,UF HEALTH LEESBURG HOSPITAL,FL,Recommendation,67.00,2822,1,0
100084,UF HEALTH LEESBURG HOSPITAL,FL,Overall Rating,68.00,2822,1,0
100084,UF HEALTH LEESBURG HOSPITAL,FL,Medicine Communication,62.00,8466,3,0
100113,UF HEALTH SHANDS HOSPITAL,FL,Discharge Information,88.00,8793,3,0
100113,UF HEALTH SHANDS HOSPITAL,FL,Nurse Communication,76.75,11724,4,0
100113,UF HEALTH SHANDS HOSPITAL,FL,Doctor Communication,76.75,11724,4,0
100113,UF HEALTH SHANDS HOSPITAL,FL,Recommendation,78.00,2931,1,0
100113,UF HEALTH SHANDS HOSPITAL,FL,Overall Rating,75.00,2931,1,0
100113,UF HEALTH SHANDS HOSPITAL,FL,Medicine Communication,59.67,8793,3,0
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,FL,Discharge Information,72.00,2022,3,0
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,FL,Nurse Communication,69.00,2696,4,0
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,FL,Doctor Communication,67.25,2696,4,0
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,FL,Recommendation,56.00,674,1,0
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,FL,Overall Rating,55.00,674,1,0
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,FL,Medicine Communication,51.33,2022,3,0
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,FL,Discharge Information,85.67,1404,3,0
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,FL,Nurse Communication,81.50,1872,4,0
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,FL,Doctor Communication,81.50,1872,4,0
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,FL,Recommendation,78.00,468,1,0
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,FL,Overall Rating,75.00,468,1,0
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,FL,Medicine Communication,65.67,1404,3,0
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,FL,Discharge Information,,0,0,3
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,FL,Nurse Communication,,0,0,4
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,FL,Doctor Communication,,0,0,4
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,FL,Recommendation,,0,0,1
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,FL,Overall Rating,,0,0,1
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,FL,Medicine Communication,,0,0,3
100315,VIERA HOSPITAL,FL,Discharge Information,85.00,1416,3,0
100315,VIERA HOSPITAL,FL,Nurse Communication,77.75,1888,4,0
100315,VIERA HOSPITAL,FL,Doctor Communication,75.25,1888,4,0
100315,VIERA HOSPITAL,FL,Recommendation,74.00,472,1,0
100315,VIERA HOSPITAL,FL,Overall Rating,72.00,472,1,0
100315,VIERA HOSPITAL,FL,Medicine Communication,60.00,1416,3,0
100290,"VILLAGES REGIONAL HOSPITAL, THE",FL,Discharge Information,88.00,10335,3,0
100290,"VILLAGES REGIONAL HOSPITAL, THE",FL,Nurse Communication,78.00,13780,4,0
100290,"VILLAGES REGIONAL HOSPITAL, THE",FL,Doctor Communication,67.75,13780,4,0
100290,"VILLAGES REGIONAL HOSPITAL, THE",FL,Recommendation,64.00,3445,1,0
100290,"VILLAGES REGIONAL HOSPITAL, THE",FL,Overall Rating,66.00,3445,1,0
100290,"VILLAGES REGIONAL HOSPITAL, THE",FL,Medicine Communication,59.67,10335,3,0
10065F,W PALM BEACH VA MEDICAL CENTER,FL,Discharge Information,86.33,1497,3,0
10065F,W PALM BEACH VA MEDICAL CENTER,FL,Nurse Communication,76.25,1996,4,0
10065F,W PALM BEACH VA MEDICAL CENTER,FL,Doctor Communication,80.25,1996,4,0
10065F,W PALM BEACH VA MEDICAL CENTER,FL,Recommendation,75.00,499,1,0
10065F,W PALM BEACH VA MEDICAL CENTER,FL,Overall Rating,75.00,499,1,0
10065F,W PALM BEACH VA MEDICAL CENTER,FL,Medicine Communication,62.33,1497,3,0
100275,WELLINGTON REGIONAL MEDICAL CENTER,FL,Discharge Information,78.00,1923,3,0
100275,WELLINGTON REGIONAL MEDICAL CENTER,FL,Nurse Communication,67.50,2564,4,0
100275,WELLINGTON REGIONAL MEDICAL CENTER,FL,Doctor Communication,67.75,2564,4,0
100275,WELLINGTON REGIONAL MEDICAL CENTER,FL,Recommendation,57.00,641,1,0
100275,WELLINGTON REGIONAL MEDICAL CENTER,FL,Overall Rating,59.00,641,1,0
100275,WELLINGTON REGIONAL MEDICAL CENTER,FL,Medicine Communication,49.67,1923,3,0
100268,WEST BOCA MEDICAL CENTER,FL,Discharge Information,72.00,1938,3,0
100268,WEST BOCA MEDICAL CENTER,FL,Nurse Communication,64.25,2584,4,0
100268,WEST BOCA MEDICAL CENTER,FL,Doctor Communication,63.75,2584,4,0
100268,WEST BOCA MEDICAL CENTER,FL,Recommendation,52.00,646,1,0
100268,WEST BOCA MEDICAL CENTER,FL,Overall Rating,51.00,646,1,0
100268,WEST BOCA MEDICAL CENTER,FL,Medicine Communication,48.00,1938,3,0
100314,WEST KENDALL BAPTIST HOSPITAL,FL,Discharge Information,83.00,2139,3,0
100314,WEST KENDALL BAPTIST HOSPITAL,FL,Nurse Communication,77.25,2852,4,0
100314,WEST KENDALL BAPTIST HOSPITAL,FL,Doctor Communication,77.25,2852,4,0
100314,WEST KENDALL BAPTIST HOSPITAL,FL,Recommendation,75.00,713,1,0
100314,WEST KENDALL BAPTIST HOSPITAL,FL,Overall Rating,72.00,713,1,0
100314,WEST KENDALL BAPTIST HOSPITAL,FL,Medicine Communication,59.33,2139,3,0
100228,WESTSIDE REGIONAL MEDICAL CENTER,FL,Discharge Information,75.67,1821,3,0
100228,WESTSIDE REGIONAL MEDICAL CENTER,FL,Nurse Communication,70.50,2428,4,0
100228,WESTSIDE REGIONAL MEDICAL CENTER,FL,Doctor Communication,71.50,2428,4,0
100228,WESTSIDE REGIONAL MEDICAL CENTER,FL,Recommendation,64.00,607,1,0
100228,WESTSIDE REGIONAL MEDICAL CENTER,FL,Overall Rating,64.00,607,1,0
100228,WESTSIDE REGIONAL MEDICAL CENTER,FL,Medicine Communication,50.67,1821,3,0
100052,WINTER HAVEN HOSPITAL,FL,Discharge Information,85.33,6789,3,0
100052,WINTER HAVEN HOSPITAL,FL,Nurse Communication,76.75,9052,4,0
100052,WINTER HAVEN HOSPITAL,FL,Doctor Communication,72.50,9052,4,0
100052,WINTER HAVEN HOSPITAL,FL,Recommendation,65.00,2263,1,0
100052,WINTER HAVEN HOSPITAL,FL,Overall Rating,66.00,2263,1,0
100052,WINTER HAVEN HOSPITAL,FL,Medicine Communication,60.67,6789,3,0
