facility_id,facility_name,state,dashboard_measure_group,favorable_percent,survey_weight,included_rows,excluded_rows
100296,DOCTORS HOSPITAL,FL,Doctor Communication,81.00,2120,4,0
100296,DOCTORS HOSPITAL,FL,Recommendation,73.00,530,1,0
100296,DOCTORS HOSPITAL,FL,Overall Rating,73.00,530,1,0
100296,DOCTORS HOSPITAL,FL,Medicine Communication,61.00,1590,3,0
101307,DOCTORS MEMORIAL HOSPITAL,FL,Discharge Information,,0,0,3
101307,DOCTORS MEMORIAL HOSPITAL,FL,Nurse Communication,,0,0,4
101307,DOCTORS MEMORIAL HOSPITAL,FL,Doctor Communication,,0,0,4
101307,DOCTORS MEMORIAL HOSPITAL,FL,Recommendation,,0,0,1
101307,DOCTORS MEMORIAL HOSPITAL,FL,Overall Rating,,0,0,1
101307,DOCTORS MEMORIAL HOSPITAL,FL,Medicine Communication,,0,0,3
101314,DOCTORS MEMORIAL HOSPITAL INC,FL,Discharge Information,,0,0,3
101314,DOCTORS MEMORIAL HOSPITAL INC,FL,Nurse Communication,,0,0,4
101314,DOCTORS MEMORIAL HOSPITAL INC,FL,Doctor Communication,,0,0,4
101314,DOCTORS MEMORIAL HOSPITAL INC,FL,Recommendation,,0,0,1
101314,DOCTORS MEMORIAL HOSPITAL INC,FL,Overall Rating,,0,0,1
101314,DOCTORS MEMORIAL HOSPITAL INC,FL,Medicine Communication,,0,0,3
100277,DOUGLAS GARDENS HOSPITAL,FL,Discharge Information,,0,0,3
100277,DOUGLAS GARDENS HOSPITAL,FL,Nurse Communication,,0,0,4
100277,DOUGLAS GARDENS HOSPITAL,FL,Doctor Communication,,0,0,4
100277,DOUGLAS GARDENS HOSPITAL,FL,Recommendation,,0,0,1
100277,DOUGLAS GARDENS HOSPITAL,FL,Overall Rating,,0,0,1
100277,DOUGLAS GARDENS HOSPITAL,FL,Medicine Communication,,0,0,3
100134,ED FRASER MEMORIAL HOSPITAL,FL,Discharge Information,92.33,195,3,0
100134,ED FRASER MEMORIAL HOSPITAL,FL,Nurse Communication,81.00,260,4,0
100134,ED FRASER MEMORIAL HOSPITAL,FL,Doctor Communication,84.00,260,4,0
100134,ED FRASER MEMORIAL HOSPITAL,FL,Recommendation,76.00,65,1,0
100134,ED FRASER MEMORIAL HOSPITAL,FL,Overall Rating,75.00,65,1,0
100134,ED FRASER MEMORIAL HOSPITAL,FL,Medicine Communication,75.00,195,3,0
101312,FISHERMEN'S COMMUNITY HOSPITAL,FL,Discharge Information,,0,0,3
101312,FISHERMEN'S COMMUNITY HOSPITAL,FL,Nurse Communication,,0,0,4
101312,FISHERMEN'S COMMUNITY HOSPITAL,FL,Doctor Communication,,0,0,4
101312,FISHERMEN'S COMMUNITY HOSPITAL,FL,Recommendation,,0,0,1
101312,FISHERMEN'S COMMUNITY HOSPITAL,FL,Overall Rating,,0,0,1
101312,FISHERMEN'S COMMUNITY HOSPITAL,FL,Medicine Communication,,0,0,3
100090,FLAGLER HOSPITAL,FL,Discharge Information,83.33,1269,3,0
100090,FLAGLER HOSPITAL,FL,Nurse Communication,77.00,1692,4,0
100090,FLAGLER HOSPITAL,FL,Doctor Communication,77.00,1692,4,0
100090,FLAGLER HOSPITAL,FL,Recommendation,66.00,423,1,0
100090,FLAGLER HOSPITAL,FL,Overall Rating,66.00,423,1,0
100090,FLAGLER HOSPITAL,FL,Medicine Communication,54.67,1269,3,0
100298,FLORIDA STATE HOSPITAL UNIT 31 MED,FL,Discharge Information,,0,0,3
100298,FLORIDA STATE HOSPITAL UNIT 31 MED,FL,Nurse Communication,,0,0,4
100298,FLORIDA STATE HOSPITAL UNIT 31 MED,FL,Doctor Communication,,0,0,4
100298,FLORIDA STATE HOSPITAL UNIT 31 MED,FL,Recommendation,,0,0,1
100298,FLORIDA STATE HOSPITAL UNIT 31 MED,FL,Overall Rating,,0,0,1
100298,FLORIDA STATE HOSPITAL UNIT 31 MED,FL,Medicine Communication,,0,0,3
101305,GEORGE E WEEMS MEMORIAL HOSPITAL,FL,Discharge Information,,0,0,3
101305,GEORGE E WEEMS MEMORIAL HOSPITAL,FL,Nurse Communication,,0,0,4
101305,GEORGE E WEEMS MEMORIAL HOSPITAL,FL,Doctor Communication,,0,0,4
101305,GEORGE E WEEMS MEMORIAL HOSPITAL,FL,Recommendation,,0,0,1
101305,GEORGE E WEEMS MEMORIAL HOSPITAL,FL,Overall Rating,,0,0,1
101305,GEORGE E WEEMS MEMORIAL HOSPITAL,FL,Medicine Communication,,0,0,3
100287,GOOD SAMARITAN MEDICAL CENTER,FL,Discharge Information,77.67,2634,3,0
100287,GOOD SAMARITAN MEDICAL CENTER,FL,Nurse Communication,70.25,3512,4,0
100287,GOOD SAMARITAN MEDICAL CENTER,FL,Doctor Communication,72.00,3512,4,0
100287,GOOD SAMARITAN MEDICAL CENTER,FL,Recommendation,60.00,878,1,0
100287,GOOD SAMARITAN MEDICAL CENTER,FL,Overall Rating,60.00,878,1,0
100287,GOOD SAMARITAN MEDICAL CENTER,FL,Medicine Communication,54.00,2634,3,0
100266,GULF BREEZE HOSPITAL,FL,Discharge Information,88.67,1584,3,0
100266,GULF BREEZE HOSPITAL,FL,Nurse Communication,84.25,2112,4,0
100266,GULF BREEZE HOSPITAL,FL,Doctor Communication,82.75,2112,4,0
100266,GULF BREEZE HOSPITAL,FL,Recommendation,83.00,528,1,0
100266,GULF BREEZE HOSPITAL,FL,Overall Rating,81.00,528,1,0
100266,GULF BREEZE HOSPITAL,FL,Medicine Communication,66.67,1584,3,0
100220,GULF COAST MEDICAL CENTER LEE HEALTH,FL,Discharge Information,87.00,6234,3,0
100220,GULF COAST MEDICAL CENTER LEE HEALTH,FL,Nurse Communication,75.75,8312,4,0
100220,GULF COAST MEDICAL CENTER LEE HEALTH,FL,Doctor Communication,74.75,8312,4,0
100220,GULF COAST MEDICAL CENTER LEE HEALTH,FL,Recommendation,73.00,2078,1,0
100220,GULF COAST MEDICAL CENTER LEE HEALTH,FL,Overall Rating,68.00,2078,1,0
100220,GULF COAST MEDICAL CENTER LEE HEALTH,FL,Medicine Communication,56.00,6234,3,0
100330,HALIFAX HEALTH /UF HEALTH MEDICAL CENTER OF DELTON,FL,Discharge Information,83.00,885,3,0
100330,HALIFAX HEALTH /UF HEALTH MEDICAL CENTER OF DELTON,FL,Nurse Communication,73.75,1180,4,0
100330,HALIFAX HEALTH /UF HEALTH MEDICAL CENTER OF DELTON,FL,Doctor Communication,74.75,1180,4,0
100330,HALIFAX HEALTH /UF HEALTH MEDICAL CENTER OF DELTON,FL,Recommendation,73.00,295,1,0
100330,HALIFAX HEALTH /UF HEALTH MEDICAL CENTER OF DELTON,FL,Overall Rating,73.00,295,1,0
100330,HALIFAX HEALTH /UF HEALTH MEDICAL CENTER OF DELTON,FL,Medicine Communication,61.33,885,3,0
100017,HALIFAX HEALTH MEDICAL CENTER,FL,Discharge Information,82.33,5826,3,0
100017,HALIFAX HEALTH MEDICAL CENTER,FL,Nurse Communication,76.75,7768,4,0
100017,HALIFAX HEALTH MEDICAL CENTER,FL,Doctor Communication,75.75,7768,4,0
100017,HALIFAX HEALTH MEDICAL CENTER,FL,Recommendation,66.00,1942,1,0
100017,HALIFAX HEALTH MEDICAL CENTER,FL,Overall Rating,66.00,1942,1,0
100017,HALIFAX HEALTH MEDICAL CENTER,FL,Medicine Communication,59.33,5826,3,0
100131,HCA FLORIDA AVENTURA HOSPITAL,FL,Discharge Information,78.33,1836,3,0
100131,HCA FLORIDA AVENTURA HOSPITAL,FL,Nurse Communication,71.50,2448,4,0
100131,HCA FLORIDA AVENTURA HOSPITAL,FL,Doctor Communication,75.25,2448,4,0
100131,HCA FLORIDA AVENTURA HOSPITAL,FL,Recommendation,64.00,612,1,0
100131,HCA FLORIDA AVENTURA HOSPITAL,FL,Overall Rating,64.00,612,1,0
100131,HCA FLORIDA AVENTURA HOSPITAL,FL,Medicine Communication,54.33,1836,3,0
100256,HCA FLORIDA BAYONET POINT HOSPITAL,FL,Discharge Information,80.00,1974,3,0
100256,HCA FLORIDA BAYONET POINT HOSPITAL,FL,Nurse Communication,72.75,2632,4,0
100256,HCA FLORIDA BAYONET POINT HOSPITAL,FL,Doctor Communication,66.25,2632,4,0
100256,HCA FLORIDA BAYONET POINT HOSPITAL,FL,Recommendation,58.00,658,1,0
100256,HCA FLORIDA BAYONET POINT HOSPITAL,FL,Overall Rating,60.00,658,1,0
100256,HCA FLORIDA BAYONET POINT HOSPITAL,FL,Medicine Communication,54.00,1974,3,0
100213,HCA FLORIDA BLAKE HOSPITAL,FL,Discharge Information,81.00,1749,3,0
100213,HCA FLORIDA BLAKE HOSPITAL,FL,Nurse Communication,71.25,2332,4,0
100213,HCA FLORIDA BLAKE HOSPITAL,FL,Doctor Communication,70.00,2332,4,0
100213,HCA FLORIDA BLAKE HOSPITAL,FL,Recommendation,56.00,583,1,0
100213,HCA FLORIDA BLAKE HOSPITAL,FL,Overall Rating,58.00,583,1,0
100213,HCA FLORIDA BLAKE HOSPITAL,FL,Medicine Communication,53.00,1749,3,0
100243,HCA FLORIDA BRANDON HOSPITAL,FL,Discharge Information,83.33,2013,3,0
100243,HCA FLORIDA BRANDON HOSPITAL,FL,Nurse Communication,72.00,2684,4,0
100243,HCA FLORIDA BRANDON HOSPITAL,FL,Doctor Communication,70.75,2684,4,0
100243,HCA FLORIDA BRANDON HOSPITAL,FL,Recommendation,56.00,671,1,0
100243,HCA FLORIDA BRANDON HOSPITAL,FL,Overall Rating,59.00,671,1,0
100243,HCA FLORIDA BRANDON HOSPITAL,FL,Medicine Communication,49.67,2013,3,0
100254,HCA FLORIDA CAPITAL HOSPITAL,FL,Discharge Information,78.33,1902,3,0
100254,HCA FLORIDA CAPITAL HOSPITAL,FL,Nurse Communication,69.75,2536,4,0
100254,HCA FLORIDA CAPITAL HOSPITAL,FL,Doctor Communication,68.75,2536,4,0
100254,HCA FLORIDA CAPITAL HOSPITAL,FL,Recommendation,60.00,634,1,0
100254,HCA FLORIDA CAPITAL HOSPITAL,FL,Overall Rating,59.00,634,1,0
100254,HCA FLORIDA CAPITAL HOSPITAL,FL,Medicine Communication,53.00,1902,3,0
100023,HCA FLORIDA CITRUS HOSPITAL,FL,Discharge Information,85.00,1635,3,0
100023,HCA FLORIDA CITRUS HOSPITAL,FL,Nurse Communication,74.25,2180,4,0
100023,HCA FLORIDA CITRUS HOSPITAL,FL,Doctor Communication,71.00,2180,4,0
100023,HCA FLORIDA CITRUS HOSPITAL,FL,Recommendation,63.00,545,1,0
100023,HCA FLORIDA CITRUS HOSPITAL,FL,Overall Rating,63.00,545,1,0
100023,HCA FLORIDA CITRUS HOSPITAL,FL,Medicine Communication,57.00,1635,3,0
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,FL,Discharge Information,82.33,1449,3,0
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,FL,Nurse Communication,77.00,1932,4,0
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,FL,Doctor Communication,76.00,1932,4,0
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,FL,Recommendation,66.00,483,1,0
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,FL,Overall Rating,69.00,483,1,0
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,FL,Medicine Communication,55.00,1449,3,0
100236,HCA FLORIDA FAWCETT HOSPITAL,FL,Discharge Information,80.00,1773,3,0
100236,HCA FLORIDA FAWCETT HOSPITAL,FL,Nurse Communication,63.25,2364,4,0
100236,HCA FLORIDA FAWCETT HOSPITAL,FL,Doctor Communication,62.00,2364,4,0
100236,HCA FLORIDA FAWCETT HOSPITAL,FL,Recommendation,49.00,591,1,0
100236,HCA FLORIDA FAWCETT HOSPITAL,FL,Overall Rating,48.00,591,1,0
100236,HCA FLORIDA FAWCETT HOSPITAL,FL,Medicine Communication,45.00,1773,3,0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,FL,Discharge Information,86.00,1893,3,0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,FL,Nurse Communication,77.25,2524,4,0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,FL,Doctor Communication,74.75,2524,4,0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,FL,Recommendation,64.00,631,1,0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,FL,Overall Rating,66.00,631,1,0
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,FL,Medicine Communication,57.00,1893,3,0
100242,HCA FLORIDA GULF COAST HOSPITAL,FL,Discharge Information,83.00,2085,3,0
100242,HCA FLORIDA GULF COAST HOSPITAL,FL,Nurse Communication,70.25,2780,4,0
100242,HCA FLORIDA GULF COAST HOSPITAL,FL,Doctor Communication,72.75,2780,4,0
100242,HCA FLORIDA GULF COAST HOSPITAL,FL,Recommendation,61.00,695,1,0
100242,HCA FLORIDA GULF COAST HOSPITAL,FL,Overall Rating,61.00,695,1,0
100242,HCA FLORIDA GULF COAST HOSPITAL,FL,Medicine Communication,51.33,2085,3,0
100049,HCA FLORIDA HIGHLANDS HOSPITAL,FL,Discharge Information,80.00,1356,3,0
100049,HCA FLORIDA HIGHLANDS HOSPITAL,FL,Nurse Communication,75.00,1808,4,0
100049,HCA FLORIDA HIGHLANDS HOSPITAL,FL,Doctor Communication,69.75,1808,4,0
100049,HCA FLORIDA HIGHLANDS HOSPITAL,FL,Recommendation,66.00,452,1,0
100049,HCA FLORIDA HIGHLANDS HOSPITAL,FL,Overall Rating,64.00,452,1,0
100049,HCA FLORIDA HIGHLANDS HOSPITAL,FL,Medicine Communication,55.00,1356,3,0
100080,HCA FLORIDA JFK HOSPITAL,FL,Discharge Information,74.33,2616,3,0
100080,HCA FLORIDA JFK HOSPITAL,FL,Nurse Communication,67.25,3488,4,0
100080,HCA FLORIDA JFK HOSPITAL,FL,Doctor Communication,70.00,3488,4,0
100080,HCA FLORIDA JFK HOSPITAL,FL,Recommendation,58.00,872,1,0
100080,HCA FLORIDA JFK HOSPITAL,FL,Overall Rating,58.00,872,1,0
100080,HCA FLORIDA JFK HOSPITAL,FL,Medicine Communication,49.33,2616,3,0
100209,HCA FLORIDA KENDALL HOSPITAL,FL,Discharge Information,80.00,2247,3,0
100209,HCA FLORIDA KENDALL HOSPITAL,FL,Nurse Communication,73.75,2996,4,0
100209,HCA FLORIDA KENDALL HOSPITAL,FL,Doctor Communication,74.75,2996,4,0
100209,HCA FLORIDA KENDALL HOSPITAL,FL,Recommendation,60.00,749,1,0
100209,HCA FLORIDA KENDALL HOSPITAL,FL,Overall Rating,60.00,749,1,0
100209,HCA FLORIDA KENDALL HOSPITAL,FL,Medicine Communication,60.33,2247,3,0
100156,HCA FLORIDA LAKE CITY HOSPITAL,FL,Discharge Information,83.33,1404,3,0
100156,HCA FLORIDA LAKE CITY HOSPITAL,FL,Nurse Communication,77.00,1872,4,0
100156,HCA FLORIDA LAKE CITY HOSPITAL,FL,Doctor Communication,73.75,1872,4,0
100156,HCA FLORIDA LAKE CITY HOSPITAL,FL,Recommendation,61.00,468,1,0
100156,HCA FLORIDA LAKE CITY HOSPITAL,FL,Overall Rating,62.00,468,1,0
100156,HCA FLORIDA LAKE CITY HOSPITAL,FL,Medicine Communication,56.00,1404,3,0
100248,HCA FLORIDA LARGO HOSPITAL,FL,Discharge Information,76.00,2034,3,0
100248,HCA FLORIDA LARGO HOSPITAL,FL,Nurse Communication,66.75,2712,4,0
100248,HCA FLORIDA LARGO HOSPITAL,FL,Doctor Communication,68.75,2712,4,0
100248,HCA FLORIDA LARGO HOSPITAL,FL,Recommendation,58.00,678,1,0
100248,HCA FLORIDA LARGO HOSPITAL,FL,Overall Rating,56.00,678,1,0
100248,HCA FLORIDA LARGO HOSPITAL,FL,Medicine Communication,46.00,2034,3,0
100246,HCA FLORIDA LAWNWOOD HOSPITAL,FL,Discharge Information,80.00,2085,3,0
100246,HCA FLORIDA LAWNWOOD HOSPITAL,FL,Nurse Communication,73.75,2780,4,0
100246,HCA FLORIDA LAWNWOOD HOSPITAL,FL,Doctor Communication,68.75,2780,4,0
100246,HCA FLORIDA LAWNWOOD HOSPITAL,FL,Recommendation,61.00,695,1,0
100246,HCA FLORIDA LAWNWOOD HOSPITAL,FL,Overall Rating,59.00,695,1,0
100246,HCA FLORIDA LAWNWOOD HOSPITAL,FL,Medicine Communication,46.33,2085,3,0
100107,HCA FLORIDA LEHIGH HOSPITAL,FL,Discharge Information,74.00,1113,3,0
100107,HCA FLORIDA LEHIGH HOSPITAL,FL,Nurse Communication,69.75,1484,4,0
100107,HCA FLORIDA LEHIGH HOSPITAL,FL,Doctor Communication,70.75,1484,4,0
100107,HCA FLORIDA LEHIGH HOSPITAL,FL,Recommendation,55.00,371,1,0
100107,HCA FLORIDA LEHIGH HOSPITAL,FL,Overall Rating,54.00,371,1,0
100107,HCA FLORIDA LEHIGH HOSPITAL,FL,Medicine Communication,51.67,1113,3,0
100179,HCA FLORIDA MEMORIAL HOSPITAL,FL,Discharge Information,79.67,1977,3,0
100179,HCA FLORIDA MEMORIAL HOSPITAL,FL,Nurse Communication,74.25,2636,4,0
100179,HCA FLORIDA MEMORIAL HOSPITAL,FL,Doctor Communication,70.50,2636,4,0
100179,HCA FLORIDA MEMORIAL HOSPITAL,FL,Recommendation,62.00,659,1,0
100179,HCA FLORIDA MEMORIAL HOSPITAL,FL,Overall Rating,64.00,659,1,0
100179,HCA FLORIDA MEMORIAL HOSPITAL,FL,Medicine Communication,57.00,1977,3,0
100167,HCA FLORIDA MERCY HOSPITAL,FL,Discharge Information,75.67,1959,3,0
100167,HCA FLORIDA MERCY HOSPITAL,FL,Nurse Communication,77.00,2612,4,0
100167,HCA FLORIDA MERCY HOSPITAL,FL,Doctor Communication,75.00,2612,4,0
100167,HCA FLORIDA MERCY HOSPITAL,FL,Recommendation,67.00,653,1,0
100167,HCA FLORIDA MERCY HOSPITAL,FL,Overall Rating,65.00,653,1,0
100167,HCA FLORIDA MERCY HOSPITAL,FL,Medicine Communication,57.33,1959,3,0
100204,HCA FLORIDA NORTH FLORIDA HOSPITAL,FL,Discharge Information,82.00,1722,3,0
100204,HCA FLORIDA NORTH FLORIDA HOSPITAL,FL,Nurse Communication,70.25,2296,4,0
100204,HCA FLORIDA NORTH FLORIDA HOSPITAL,FL,Doctor Communication,72.00,2296,4,0
100204,HCA FLORIDA NORTH FLORIDA HOSPITAL,FL,Recommendation,59.00,574,1,0
100204,HCA FLORIDA NORTH FLORIDA HOSPITAL,FL,Overall Rating,59.00,574,1,0
100204,HCA FLORIDA NORTH FLORIDA HOSPITAL,FL,Medicine Communication,53.00,1722,3,0
100238,HCA FLORIDA NORTHSIDE HOSPITAL,FL,Discharge Information,79.33,1722,3,0
100238,HCA FLORIDA NORTHSIDE HOSPITAL,FL,Nurse Communication,71.75,2296,4,0
100238,HCA FLORIDA NORTHSIDE HOSPITAL,FL,Doctor Communication,68.50,2296,4,0
100238,HCA FLORIDA NORTHSIDE HOSPITAL,FL,Recommendation,53.00,574,1,0
100238,HCA FLORIDA NORTHSIDE HOSPITAL,FL,Overall Rating,57.00,574,1,0
100238,HCA FLORIDA NORTHSIDE HOSPITAL,FL,Medicine Communication,51.00,1722,3,0
100189,HCA FLORIDA NORTHWEST HOSPITAL,FL,Discharge Information,70.00,1923,3,0
100189,HCA FLORIDA NORTHWEST HOSPITAL,FL,Nurse Communication,64.75,2564,4,0
100189,HCA FLORIDA NORTHWEST HOSPITAL,FL,Doctor Communication,66.25,2564,4,0
100189,HCA FLORIDA NORTHWEST HOSPITAL,FL,Recommendation,56.00,641,1,0
100189,HCA FLORIDA NORTHWEST HOSPITAL,FL,Overall Rating,57.00,641,1,0
100189,HCA FLORIDA NORTHWEST HOSPITAL,FL,Medicine Communication,47.00,1923,3,0
100264,HCA FLORIDA OAK HILL HOSPITAL,FL,Discharge Information,81.67,2079,3,0
100264,HCA FLORIDA OAK HILL HOSPITAL,FL,Nurse Communication,73.25,2772,4,0
100264,HCA FLORIDA OAK HILL HOSPITAL,FL,Doctor Communication,68.75,2772,4,0
100264,HCA FLORIDA OAK HILL HOSPITAL,FL,Recommendation,59.00,693,1,0
100264,HCA FLORIDA OAK HILL HOSPITAL,FL,Overall Rating,61.00,693,1,0
100264,HCA FLORIDA OAK HILL HOSPITAL,FL,Medicine Communication,53.00,2079,3,0
100226,HCA FLORIDA ORANGE PARK HOSPITAL,FL,Discharge Information,83.00,1983,3,0
100226,HCA FLORIDA ORANGE PARK HOSPITAL,FL,Nurse Communication,73.25,2644,4,0
100226,HCA FLORIDA ORANGE PARK HOSPITAL,FL,Doctor Communication,72.00,2644,4,0
100226,HCA FLORIDA ORANGE PARK HOSPITAL,FL,Recommendation,63.00,661,1,0
100226,HCA FLORIDA ORANGE PARK HOSPITAL,FL,Overall Rating,65.00,661,1,0
100226,HCA FLORIDA ORANGE PARK HOSPITAL,FL,Medicine Communication,55.33,1983,3,0
100110,HCA FLORIDA OSCEOLA HOSPITAL,FL,Discharge Information,77.67,2139,3,0
100110,HCA FLORIDA OSCEOLA HOSPITAL,FL,Nurse Communication,71.75,2852,4,0
100110,HCA FLORIDA OSCEOLA HOSPITAL,FL,Doctor Communication,71.50,2852,4,0
100110,HCA FLORIDA OSCEOLA HOSPITAL,FL,Recommendation,60.00,713,1,0
100110,HCA FLORIDA OSCEOLA HOSPITAL,FL,Overall Rating,61.00,713,1,0
100110,HCA FLORIDA OSCEOLA HOSPITAL,FL,Medicine Communication,51.33,2139,3,0
100269,HCA FLORIDA PALMS WEST HOSPITAL,FL,Discharge Information,79.33,1797,3,0
100269,HCA FLORIDA PALMS WEST HOSPITAL,FL,Nurse Communication,71.00,2396,4,0
100269,HCA FLORIDA PALMS WEST HOSPITAL,FL,Doctor Communication,71.25,2396,4,0
100269,HCA FLORIDA PALMS WEST HOSPITAL,FL,Recommendation,61.00,599,1,0
100269,HCA FLORIDA PALMS WEST HOSPITAL,FL,Overall Rating,63.00,599,1,0
100269,HCA FLORIDA PALMS WEST HOSPITAL,FL,Medicine Communication,49.33,1797,3,0
100126,HCA FLORIDA PASADENA HOSPITAL A PART OF HCA FLORID,FL,Discharge Information,84.67,1179,3,0
100126,HCA FLORIDA PASADENA HOSPITAL A PART OF HCA FLORID,FL,Nurse Communication,77.00,1572,4,0
100126,HCA FLORIDA PASADENA HOSPITAL A PART OF HCA FLORID,FL,Doctor Communication,77.25,1572,4,0
100126,HCA FLORIDA PASADENA HOSPITAL A PART OF HCA FLORID,FL,Recommendation,73.00,393,1,0
100126,HCA FLORIDA PASADENA HOSPITAL A PART OF HCA FLORID,FL,Overall Rating,73.00,393,1,0
100126,HCA FLORIDA PASADENA HOSPITAL A PART OF HCA FLORID,FL,Medicine Communication,58.67,1179,3,0
100320,HCA FLORIDA POINCIANA HOSPITAL,FL,Discharge Information,79.00,1728,3,0
100320,HCA FLORIDA POINCIANA HOSPITAL,FL,Nurse Communication,75.25,2304,4,0
100320,HCA FLORIDA POINCIANA HOSPITAL,FL,Doctor Communication,72.75,2304,4,0
100320,HCA FLORIDA POINCIANA HOSPITAL,FL,Recommendation,64.00,576,1,0
100320,HCA FLORIDA POINCIANA HOSPITAL,FL,Overall Rating,65.00,576,1,0
100320,HCA FLORIDA POINCIANA HOSPITAL,FL,Medicine Communication,55.00,1728,3,0
100232,HCA FLORIDA PUTNAM HOSPITAL,FL,Discharge Information,79.67,1461,3,0
100232,HCA FLORIDA PUTNAM HOSPITAL,FL,Nurse Communication,76.00,1948,4,0
100232,HCA FLORIDA PUTNAM HOSPITAL,FL,Doctor Communication,72.50,1948,4,0
100232,HCA FLORIDA PUTNAM HOSPITAL,FL,Recommendation,57.00,487,1,0
100232,HCA FLORIDA PUTNAM HOSPITAL,FL,Overall Rating,62.00,487,1,0
100232,HCA FLORIDA PUTNAM HOSPITAL,FL,Medicine Communication,57.67,1461,3,0
100252,HCA FLORIDA RAULERSON HOSPITAL,FL,Discharge Information,83.33,1320,3,0
100252,HCA FLORIDA RAULERSON HOSPITAL,FL,Nurse Communication,77.75,1760,4,0
100252,HCA FLORIDA RAULERSON HOSPITAL,FL,Doctor Communication,70.25,1760,4,0
100252,HCA FLORIDA RAULERSON HOSPITAL,FL,Recommendation,66.00,440,1,0
100252,HCA FLORIDA RAULERSON HOSPITAL,FL,Overall Rating,69.00,440,1,0
100252,HCA FLORIDA RAULERSON HOSPITAL,FL,Medicine Communication,63.67,1320,3,0
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,FL,Discharge Information,82.00,1554,3,0
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,FL,Nurse Communication,78.00,2072,4,0
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,FL,Doctor Communication,75.25,2072,4,0
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,FL,Recommendation,68.00,518,1,0
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,FL,Overall Rating,70.00,518,1,0
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,FL,Medicine Communication,59.00,1554,3,0
100259,HCA FLORIDA SOUTH SHORE HOSPITAL,FL,Discharge Information,80.33,1581,3,0
100259,HCA FLORIDA SOUTH SHORE HOSPITAL,FL,Nurse Communication,70.00,2108,4,0
100259,HCA FLORIDA SOUTH SHORE HOSPITAL,FL,Doctor Communication,68.25,2108,4,0
100259,HCA FLORIDA SOUTH SHORE HOSPITAL,FL,Recommendation,58.00,527,1,0
100259,HCA FLORIDA SOUTH SHORE HOSPITAL,FL,Overall Rating,62.00,527,1,0
100259,HCA FLORIDA SOUTH SHORE HOSPITAL,FL,Medicine Communication,49.67,1581,3,0
100206,HCA FLORIDA SOUTH TAMPA HOSPITAL,FL,Discharge Information,83.00,2337,3,0
100206,HCA FLORIDA SOUTH TAMPA HOSPITAL,FL,Nurse Communication,78.75,3116,4,0
100206,HCA FLORIDA SOUTH TAMPA HOSPITAL,FL,Doctor Communication,80.25,3116,4,0
100206,HCA FLORIDA SOUTH TAMPA HOSPITAL,FL,Recommendation,75.00,779,1,0
100206,HCA FLORIDA SOUTH TAMPA HOSPITAL,FL,Overall Rating,74.00,779,1,0
100206,HCA FLORIDA SOUTH TAMPA HOSPITAL,FL,Medicine Communication,60.67,2337,3,0
100180,HCA FLORIDA ST PETERSBURG HOSPITAL,FL,Discharge Information,81.00,1293,3,0
100180,HCA FLORIDA ST PETERSBURG HOSPITAL,FL,Nurse Communication,76.00,1724,4,0
100180,HCA FLORIDA ST PETERSBURG HOSPITAL,FL,Doctor Communication,74.25,1724,4,0
100180,HCA FLORIDA ST PETERSBURG HOSPITAL,FL,Recommendation,66.00,431,1,0
100180,HCA FLORIDA ST PETERSBURG HOSPITAL,FL,Overall Rating,65.00,431,1,0
100180,HCA FLORIDA ST PETERSBURG HOSPITAL,FL,Medicine Communication,55.33,1293,3,0
100191,HCA FLORIDA TRINITY HOSPITAL,FL,Discharge Information,79.67,1797,3,0
100191,HCA FLORIDA TRINITY HOSPITAL,FL,Nurse Communication,71.50,2396,4,0
100191,HCA FLORIDA TRINITY HOSPITAL,FL,Doctor Communication,71.50,2396,4,0
100191,HCA FLORIDA TRINITY HOSPITAL,FL,Recommendation,64.00,599,1,0
100191,HCA FLORIDA TRINITY HOSPITAL,FL,Overall Rating,65.00,599,1,0
100191,HCA FLORIDA TRINITY HOSPITAL,FL,Medicine Communication,53.00,1797,3,0
100054,HCA FLORIDA TWIN CITIES HOSPITAL,FL,Discharge Information,87.33,1158,3,0
100054,HCA FLORIDA TWIN CITIES HOSPITAL,FL,Nurse Communication,84.00,1544,4,0
100054,HCA FLORIDA TWIN CITIES HOSPITAL,FL,Doctor Communication,82.00,1544,4,0
