facility_id,facility_name,category,weighted_favorable_percent,response_count,response_rate_context,florida_category_average,difference_from_florida_average
100126,HCA FLORIDA PASADENA HOSPITAL A PART OF HCA FLORID,Nurse Communication,77.00,1572,26.00,76.39,0.61
100126,HCA FLORIDA PASADENA HOSPITAL A PART OF HCA FLORID,Doctor Communication,77.25,1572,26.00,74.82,2.43
100126,HCA FLORIDA PASADENA HOSPITAL A PART OF HCA FLORID,Recommendation,73.00,393,26.00,70.01,2.99
100126,HCA FLORIDA PASADENA HOSPITAL A PART OF HCA FLORID,Overall Rating,73.00,393,26.00,69.07,3.93
100126,HCA FLORIDA PASADENA HOSPITAL A PART OF HCA FLORID,Medicine Communication,58.67,1179,26.00,58.01,0.66
100320,HCA FLORIDA POINCIANA HOSPITAL,Discharge Information,79.00,1728,16.00,84.27,-5.27
100320,HCA FLORIDA POINCIANA HOSPITAL,Nurse Communication,75.25,2304,16.00,76.39,-1.14
100320,HCA FLORIDA POINCIANA HOSPITAL,Doctor Communication,72.75,2304,16.00,74.82,-2.07
100320,HCA FLORIDA POINCIANA HOSPITAL,Recommendation,64.00,576,16.00,70.01,-6.01
100320,HCA FLORIDA POINCIANA HOSPITAL,Overall Rating,65.00,576,16.00,69.07,-4.07
100320,HCA FLORIDA POINCIANA HOSPITAL,Medicine Communication,55.00,1728,16.00,58.01,-3.01
100232,HCA FLORIDA PUTNAM HOSPITAL,Discharge Information,79.67,1461,17.00,84.27,-4.60
100232,HCA FLORIDA PUTNAM HOSPITAL,Nurse Communication,76.00,1948,17.00,76.39,-0.39
100232,HCA FLORIDA PUTNAM HOSPITAL,Doctor Communication,72.50,1948,17.00,74.82,-2.32
100232,HCA FLORIDA PUTNAM HOSPITAL,Recommendation,57.00,487,17.00,70.01,-13.01
100232,HCA FLORIDA PUTNAM HOSPITAL,Overall Rating,62.00,487,17.00,69.07,-7.07
100232,HCA FLORIDA PUTNAM HOSPITAL,Medicine Communication,57.67,1461,17.00,58.01,-0.34
100252,HCA FLORIDA RAULERSON HOSPITAL,Discharge Information,83.33,1320,16.00,84.27,-0.94
100252,HCA FLORIDA RAULERSON HOSPITAL,Nurse Communication,77.75,1760,16.00,76.39,1.36
100252,HCA FLORIDA RAULERSON HOSPITAL,Doctor Communication,70.25,1760,16.00,74.82,-4.57
100252,HCA FLORIDA RAULERSON HOSPITAL,Recommendation,66.00,440,16.00,70.01,-4.01
100252,HCA FLORIDA RAULERSON HOSPITAL,Overall Rating,69.00,440,16.00,69.07,-0.07
100252,HCA FLORIDA RAULERSON HOSPITAL,Medicine Communication,63.67,1320,16.00,58.01,5.66
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,Discharge Information,82.00,1554,29.00,84.27,-2.27
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,Nurse Communication,78.00,2072,29.00,76.39,1.61
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,Doctor Communication,75.25,2072,29.00,74.82,0.43
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,Recommendation,68.00,518,29.00,70.01,-2.01
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,Overall Rating,70.00,518,29.00,69.07,0.93
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,Medicine Communication,59.00,1554,29.00,58.01,0.99
100259,HCA FLORIDA SOUTH SHORE HOSPITAL,Discharge Information,80.33,1581,27.00,84.27,-3.94
100259,HCA FLORIDA SOUTH SHORE HOSPITAL,Nurse Communication,70.00,2108,27.00,76.39,-6.39
100259,HCA FLORIDA SOUTH SHORE HOSPITAL,Doctor Communication,68.25,2108,27.00,74.82,-6.57
100259,HCA FLORIDA SOUTH SHORE HOSPITAL,Recommendation,58.00,527,27.00,70.01,-12.01
100259,HCA FLORIDA SOUTH SHORE HOSPITAL,Overall Rating,62.00,527,27.00,69.07,-7.07
100259,HCA FLORIDA SOUTH SHORE HOSPITAL,Medicine Communication,49.67,1581,27.00,58.01,-8.34
100206,HCA FLORIDA SOUTH TAMPA HOSPITAL,Discharge Information,83.00,2337,21.00,84.27,-1.27
100206,HCA FLORIDA SOUTH TAMPA HOSPITAL,Nurse Communication,78.75,3116,21.00,76.39,2.36
100206,HCA FLORIDA SOUTH TAMPA HOSPITAL,Doctor Communication,80.25,3116,21.00,74.82,5.43
100206,HCA FLORIDA SOUTH TAMPA HOSPITAL,Recommendation,75.00,779,21.00,70.01,4.99
100206,HCA FLORIDA SOUTH TAMPA HOSPITAL,Overall Rating,74.00,779,21.00,69.07,4.93
100206,HCA FLORIDA SOUTH TAMPA HOSPITAL,Medicine Communication,60.67,2337,21.00,58.01,2.66
100180,HCA FLORIDA ST PETERSBURG HOSPITAL,Discharge Information,81.00,1293,14.00,84.27,-3.27
100180,HCA FLORIDA ST PETERSBURG HOSPITAL,Nurse Communication,76.00,1724,14.00,76.39,-0.39
100180,HCA FLORIDA ST PETERSBURG HOSPITAL,Doctor Communication,74.25,1724,14.00,74.82,-0.57
100180,HCA FLORIDA ST PETERSBURG HOSPITAL,Recommendation,66.00,431,14.00,70.01,-4.01
100180,HCA FLORIDA ST PETERSBURG HOSPITAL,Overall Rating,65.00,431,14.00,69.07,-4.07
100180,HCA FLORIDA ST PETERSBURG HOSPITAL,Medicine Communication,55.33,1293,14.00,58.01,-2.68
100191,HCA FLORIDA TRINITY HOSPITAL,Discharge Information,79.67,1797,20.00,84.27,-4.60
100191,HCA FLORIDA TRINITY HOSPITAL,Nurse Communication,71.50,2396,20.00,76.39,-4.89
100191,HCA FLORIDA TRINITY HOSPITAL,Doctor Communication,71.50,2396,20.00,74.82,-3.32
100191,HCA FLORIDA TRINITY HOSPITAL,Recommendation,64.00,599,20.00,70.01,-6.01
100191,HCA FLORIDA TRINITY HOSPITAL,Overall Rating,65.00,599,20.00,69.07,-4.07
100191,HCA FLORIDA TRINITY HOSPITAL,Medicine Communication,53.00,1797,20.00,58.01,-5.01
100054,HCA FLORIDA TWIN CITIES HOSPITAL,Discharge Information,87.33,1158,27.00,84.27,3.06
100054,HCA FLORIDA TWIN CITIES HOSPITAL,Nurse Communication,84.00,1544,27.00,76.39,7.61
100054,HCA FLORIDA TWIN CITIES HOSPITAL,Doctor Communication,82.00,1544,27.00,74.82,7.18
100054,HCA FLORIDA TWIN CITIES HOSPITAL,Recommendation,83.00,386,27.00,70.01,12.99
100054,HCA FLORIDA TWIN CITIES HOSPITAL,Overall Rating,80.00,386,27.00,69.07,10.93
100054,HCA FLORIDA TWIN CITIES HOSPITAL,Medicine Communication,63.33,1158,27.00,58.01,5.32
100360,HCA FLORIDA UNIVERSITY HOSPITAL,Discharge Information,80.67,1863,15.00,84.27,-3.60
100360,HCA FLORIDA UNIVERSITY HOSPITAL,Nurse Communication,70.75,2484,15.00,76.39,-5.64
100360,HCA FLORIDA UNIVERSITY HOSPITAL,Doctor Communication,72.75,2484,15.00,74.82,-2.07
100360,HCA FLORIDA UNIVERSITY HOSPITAL,Recommendation,69.00,621,15.00,70.01,-1.01
100360,HCA FLORIDA UNIVERSITY HOSPITAL,Overall Rating,71.00,621,15.00,69.07,1.93
100360,HCA FLORIDA UNIVERSITY HOSPITAL,Medicine Communication,53.67,1863,15.00,58.01,-4.34
100231,HCA FLORIDA WEST HOSPITAL,Discharge Information,85.67,1953,19.00,84.27,1.40
100231,HCA FLORIDA WEST HOSPITAL,Nurse Communication,81.00,2604,19.00,76.39,4.61
100231,HCA FLORIDA WEST HOSPITAL,Doctor Communication,76.50,2604,19.00,74.82,1.68
100231,HCA FLORIDA WEST HOSPITAL,Recommendation,72.00,651,19.00,70.01,1.99
100231,HCA FLORIDA WEST HOSPITAL,Overall Rating,70.00,651,19.00,69.07,0.93
100231,HCA FLORIDA WEST HOSPITAL,Medicine Communication,62.00,1953,19.00,58.01,3.99
101309,HENDRY REGIONAL MEDICAL CENTER,Discharge Information,,0,,84.27,
101309,HENDRY REGIONAL MEDICAL CENTER,Nurse Communication,,0,,76.39,
101309,HENDRY REGIONAL MEDICAL CENTER,Doctor Communication,,0,,74.82,
101309,HENDRY REGIONAL MEDICAL CENTER,Recommendation,,0,,70.01,
101309,HENDRY REGIONAL MEDICAL CENTER,Overall Rating,,0,,69.07,
101309,HENDRY REGIONAL MEDICAL CENTER,Medicine Communication,,0,,58.01,
100053,HIALEAH HOSPITAL,Discharge Information,80.67,1152,8.00,84.27,-3.60
100053,HIALEAH HOSPITAL,Nurse Communication,78.25,1536,8.00,76.39,1.86
100053,HIALEAH HOSPITAL,Doctor Communication,77.00,1536,8.00,74.82,2.18
100053,HIALEAH HOSPITAL,Recommendation,55.00,384,8.00,70.01,-15.01
100053,HIALEAH HOSPITAL,Overall Rating,53.00,384,8.00,69.07,-16.07
100053,HIALEAH HOSPITAL,Medicine Communication,60.67,1152,8.00,58.01,2.66
100019,HOLMES REGIONAL MEDICAL CENTER,Discharge Information,82.00,1872,23.00,84.27,-2.27
100019,HOLMES REGIONAL MEDICAL CENTER,Nurse Communication,71.25,2496,23.00,76.39,-5.14
100019,HOLMES REGIONAL MEDICAL CENTER,Doctor Communication,70.25,2496,23.00,74.82,-4.57
100019,HOLMES REGIONAL MEDICAL CENTER,Recommendation,64.00,624,23.00,70.01,-6.01
100019,HOLMES REGIONAL MEDICAL CENTER,Overall Rating,60.00,624,23.00,69.07,-9.07
100019,HOLMES REGIONAL MEDICAL CENTER,Medicine Communication,55.33,1872,23.00,58.01,-2.68
100073,HOLY CROSS HOSPITAL,Discharge Information,80.33,3345,26.00,84.27,-3.94
100073,HOLY CROSS HOSPITAL,Nurse Communication,70.25,4460,26.00,76.39,-6.14
100073,HOLY CROSS HOSPITAL,Doctor Communication,71.75,4460,26.00,74.82,-3.07
100073,HOLY CROSS HOSPITAL,Recommendation,70.00,1115,26.00,70.01,-0.01
100073,HOLY CROSS HOSPITAL,Overall Rating,63.00,1115,26.00,69.07,-6.07
100073,HOLY CROSS HOSPITAL,Medicine Communication,48.00,3345,26.00,58.01,-10.01
100125,HOMESTEAD HOSPITAL,Discharge Information,86.67,1314,10.00,84.27,2.40
100125,HOMESTEAD HOSPITAL,Nurse Communication,78.00,1752,10.00,76.39,1.61
100125,HOMESTEAD HOSPITAL,Doctor Communication,78.00,1752,10.00,74.82,3.18
100125,HOMESTEAD HOSPITAL,Recommendation,67.00,438,10.00,70.01,-3.01
100125,HOMESTEAD HOSPITAL,Overall Rating,69.00,438,10.00,69.07,-0.07
100125,HOMESTEAD HOSPITAL,Medicine Communication,56.33,1314,10.00,58.01,-1.68
100022,JACKSON HEALTH SYSTEM,Discharge Information,82.33,12687,9.00,84.27,-1.94
100022,JACKSON HEALTH SYSTEM,Nurse Communication,76.75,16916,9.00,76.39,0.36
100022,JACKSON HEALTH SYSTEM,Doctor Communication,77.75,16916,9.00,74.82,2.93
100022,JACKSON HEALTH SYSTEM,Recommendation,69.00,4229,9.00,70.01,-1.01
100022,JACKSON HEALTH SYSTEM,Overall Rating,68.00,4229,9.00,69.07,-1.07
100022,JACKSON HEALTH SYSTEM,Medicine Communication,59.67,12687,9.00,58.01,1.66
100142,JACKSON HOSPITAL,Discharge Information,93.00,789,17.00,84.27,8.73
100142,JACKSON HOSPITAL,Nurse Communication,81.50,1052,17.00,76.39,5.11
100142,JACKSON HOSPITAL,Doctor Communication,86.50,1052,17.00,74.82,11.68
100142,JACKSON HOSPITAL,Recommendation,70.00,263,17.00,70.01,-0.01
100142,JACKSON HOSPITAL,Overall Rating,74.00,263,17.00,69.07,4.93
100142,JACKSON HOSPITAL,Medicine Communication,70.00,789,17.00,58.01,11.99
101315,JAY HOSPITAL,Discharge Information,93.00,44,18.00,84.27,8.73
101315,JAY HOSPITAL,Nurse Communication,97.00,44,18.00,76.39,20.61
101315,JAY HOSPITAL,Doctor Communication,91.00,44,18.00,74.82,16.18
101315,JAY HOSPITAL,Recommendation,90.00,44,18.00,70.01,19.99
101315,JAY HOSPITAL,Overall Rating,91.00,44,18.00,69.07,21.93
101315,JAY HOSPITAL,Medicine Communication,78.00,44,18.00,58.01,19.99
103300,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,Discharge Information,,0,,84.27,
103300,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,Nurse Communication,,0,,76.39,
103300,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,Doctor Communication,,0,,74.82,
103300,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,Recommendation,,0,,70.01,
103300,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,Overall Rating,,0,,69.07,
103300,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,Medicine Communication,,0,,58.01,
100253,JUPITER MEDICAL CENTER,Discharge Information,83.67,5490,24.00,84.27,-0.60
100253,JUPITER MEDICAL CENTER,Nurse Communication,77.00,7320,24.00,76.39,0.61
100253,JUPITER MEDICAL CENTER,Doctor Communication,78.00,7320,24.00,74.82,3.18
100253,JUPITER MEDICAL CENTER,Recommendation,79.00,1830,24.00,70.01,8.99
100253,JUPITER MEDICAL CENTER,Overall Rating,75.00,1830,24.00,69.07,5.93
100253,JUPITER MEDICAL CENTER,Medicine Communication,58.00,5490,24.00,58.01,-0.01
100284,KERALTY HOSPITAL,Discharge Information,71.67,228,8.00,84.27,-12.60
100284,KERALTY HOSPITAL,Nurse Communication,74.75,304,8.00,76.39,-1.64
100284,KERALTY HOSPITAL,Doctor Communication,79.00,304,8.00,74.82,4.18
100284,KERALTY HOSPITAL,Recommendation,67.00,76,8.00,70.01,-3.01
100284,KERALTY HOSPITAL,Overall Rating,63.00,76,8.00,69.07,-6.07
100284,KERALTY HOSPITAL,Medicine Communication,49.00,228,8.00,58.01,-9.01
101303,LAKE BUTLER HOSPITAL,Discharge Information,95.00,159,29.00,84.27,10.73
101303,LAKE BUTLER HOSPITAL,Nurse Communication,93.25,212,29.00,76.39,16.86
101303,LAKE BUTLER HOSPITAL,Doctor Communication,93.25,212,29.00,74.82,18.43
101303,LAKE BUTLER HOSPITAL,Recommendation,95.00,53,29.00,70.01,24.99
101303,LAKE BUTLER HOSPITAL,Overall Rating,94.00,53,29.00,69.07,24.93
101303,LAKE BUTLER HOSPITAL,Medicine Communication,75.33,159,29.00,58.01,17.32
100157,LAKELAND REGIONAL MEDICAL CENTER,Discharge Information,81.33,12612,18.00,84.27,-2.94
100157,LAKELAND REGIONAL MEDICAL CENTER,Nurse Communication,77.25,16816,18.00,76.39,0.86
100157,LAKELAND REGIONAL MEDICAL CENTER,Doctor Communication,74.25,16816,18.00,74.82,-0.57
100157,LAKELAND REGIONAL MEDICAL CENTER,Recommendation,66.00,4204,18.00,70.01,-4.01
100157,LAKELAND REGIONAL MEDICAL CENTER,Overall Rating,66.00,4204,18.00,69.07,-3.07
100157,LAKELAND REGIONAL MEDICAL CENTER,Medicine Communication,59.00,12612,18.00,58.01,0.99
100130,LAKESIDE MEDICAL CENTER,Discharge Information,81.67,192,20.00,84.27,-2.60
100130,LAKESIDE MEDICAL CENTER,Nurse Communication,75.75,256,20.00,76.39,-0.64
100130,LAKESIDE MEDICAL CENTER,Doctor Communication,82.00,256,20.00,74.82,7.18
100130,LAKESIDE MEDICAL CENTER,Recommendation,61.00,64,20.00,70.01,-9.01
100130,LAKESIDE MEDICAL CENTER,Overall Rating,63.00,64,20.00,69.07,-6.07
100130,LAKESIDE MEDICAL CENTER,Medicine Communication,63.00,192,20.00,58.01,4.99
100299,LAKEWOOD RANCH MEDICAL CENTER,Discharge Information,83.33,4323,25.00,84.27,-0.94
100299,LAKEWOOD RANCH MEDICAL CENTER,Nurse Communication,75.75,5764,25.00,76.39,-0.64
100299,LAKEWOOD RANCH MEDICAL CENTER,Doctor Communication,73.50,5764,25.00,74.82,-1.32
100299,LAKEWOOD RANCH MEDICAL CENTER,Recommendation,67.00,1441,25.00,70.01,-3.01
100299,LAKEWOOD RANCH MEDICAL CENTER,Overall Rating,67.00,1441,25.00,69.07,-2.07
100299,LAKEWOOD RANCH MEDICAL CENTER,Medicine Communication,56.00,4323,25.00,58.01,-2.01
100181,LARKIN COMMUNITY HOSPITAL,Discharge Information,84.00,27,3.00,84.27,-0.27
100181,LARKIN COMMUNITY HOSPITAL,Nurse Communication,84.00,27,3.00,76.39,7.61
100181,LARKIN COMMUNITY HOSPITAL,Doctor Communication,88.00,27,3.00,74.82,13.18
100181,LARKIN COMMUNITY HOSPITAL,Recommendation,68.00,27,3.00,70.01,-2.01
100181,LARKIN COMMUNITY HOSPITAL,Overall Rating,70.00,27,3.00,69.07,0.93
100181,LARKIN COMMUNITY HOSPITAL,Medicine Communication,65.00,27,3.00,58.01,6.99
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,Discharge Information,76.67,1125,16.00,84.27,-7.60
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,Nurse Communication,75.75,1500,16.00,76.39,-0.64
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,Doctor Communication,78.00,1500,16.00,74.82,3.18
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,Recommendation,61.00,375,16.00,70.01,-9.01
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,Overall Rating,59.00,375,16.00,69.07,-10.07
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,Medicine Communication,61.67,1125,16.00,58.01,3.66
100012,LEE MEMORIAL HOSPITAL,Discharge Information,86.33,12285,39.00,84.27,2.06
100012,LEE MEMORIAL HOSPITAL,Nurse Communication,75.75,16380,39.00,76.39,-0.64
100012,LEE MEMORIAL HOSPITAL,Doctor Communication,75.75,16380,39.00,74.82,0.93
100012,LEE MEMORIAL HOSPITAL,Recommendation,72.00,4095,39.00,70.01,1.99
100012,LEE MEMORIAL HOSPITAL,Overall Rating,68.00,4095,39.00,69.07,-1.07
100012,LEE MEMORIAL HOSPITAL,Medicine Communication,57.67,12285,39.00,58.01,-0.34
100150,LOWER KEYS MEDICAL CENTER,Discharge Information,80.33,957,17.00,84.27,-3.94
100150,LOWER KEYS MEDICAL CENTER,Nurse Communication,78.25,1276,17.00,76.39,1.86
100150,LOWER KEYS MEDICAL CENTER,Doctor Communication,79.00,1276,17.00,74.82,4.18
100150,LOWER KEYS MEDICAL CENTER,Recommendation,63.00,319,17.00,70.01,-7.01
100150,LOWER KEYS MEDICAL CENTER,Overall Rating,60.00,319,17.00,69.07,-9.07
100150,LOWER KEYS MEDICAL CENTER,Medicine Communication,56.33,957,17.00,58.01,-1.68
101311,MADISON COUNTY MEMORIAL HOSPITAL,Discharge Information,,0,,84.27,
101311,MADISON COUNTY MEMORIAL HOSPITAL,Nurse Communication,,0,,76.39,
101311,MADISON COUNTY MEMORIAL HOSPITAL,Doctor Communication,,0,,74.82,
101311,MADISON COUNTY MEMORIAL HOSPITAL,Recommendation,,0,,70.01,
101311,MADISON COUNTY MEMORIAL HOSPITAL,Overall Rating,,0,,69.07,
101311,MADISON COUNTY MEMORIAL HOSPITAL,Medicine Communication,,0,,58.01,
100035,MANATEE MEMORIAL HOSPITAL,Discharge Information,81.67,1749,18.00,84.27,-2.60
100035,MANATEE MEMORIAL HOSPITAL,Nurse Communication,73.25,2332,18.00,76.39,-3.14
100035,MANATEE MEMORIAL HOSPITAL,Doctor Communication,70.25,2332,18.00,74.82,-4.57
100035,MANATEE MEMORIAL HOSPITAL,Recommendation,58.00,583,18.00,70.01,-12.01
100035,MANATEE MEMORIAL HOSPITAL,Overall Rating,60.00,583,18.00,69.07,-9.07
100035,MANATEE MEMORIAL HOSPITAL,Medicine Communication,49.00,1749,18.00,58.01,-9.01
101313,MARINERS HOSPITAL,Discharge Information,90.00,237,28.00,84.27,5.73
101313,MARINERS HOSPITAL,Nurse Communication,90.00,316,28.00,76.39,13.61
101313,MARINERS HOSPITAL,Doctor Communication,89.25,316,28.00,74.82,14.43
101313,MARINERS HOSPITAL,Recommendation,89.00,79,28.00,70.01,18.99
101313,MARINERS HOSPITAL,Overall Rating,90.00,79,28.00,69.07,20.93
101313,MARINERS HOSPITAL,Medicine Communication,79.67,237,28.00,58.01,21.66
100212,MARION COMMUNTIY HOSPITAL,Discharge Information,82.67,3309,27.00,84.27,-1.60
100212,MARION COMMUNTIY HOSPITAL,Nurse Communication,73.25,4412,27.00,76.39,-3.14
100212,MARION COMMUNTIY HOSPITAL,Doctor Communication,69.25,4412,27.00,74.82,-5.57
100212,MARION COMMUNTIY HOSPITAL,Recommendation,67.00,1103,27.00,70.01,-3.01
100212,MARION COMMUNTIY HOSPITAL,Overall Rating,67.00,1103,27.00,69.07,-2.07
100212,MARION COMMUNTIY HOSPITAL,Medicine Communication,54.33,3309,27.00,58.01,-3.68
100151,MAYO CLINIC,Discharge Information,90.67,4530,29.00,84.27,6.40
100151,MAYO CLINIC,Nurse Communication,83.75,6040,29.00,76.39,7.36
100151,MAYO CLINIC,Doctor Communication,83.25,6040,29.00,74.82,8.43
100151,MAYO CLINIC,Recommendation,89.00,1510,29.00,70.01,18.99
100151,MAYO CLINIC,Overall Rating,87.00,1510,29.00,69.07,17.93
100151,MAYO CLINIC,Medicine Communication,66.00,4530,29.00,58.01,7.99
100265,MEASE COUNTRYSIDE HOSPITAL,Discharge Information,86.67,9630,23.00,84.27,2.40
100265,MEASE COUNTRYSIDE HOSPITAL,Nurse Communication,81.50,12840,23.00,76.39,5.11
100265,MEASE COUNTRYSIDE HOSPITAL,Doctor Communication,76.25,12840,23.00,74.82,1.43
100265,MEASE COUNTRYSIDE HOSPITAL,Recommendation,80.00,3210,23.00,70.01,9.99
100265,MEASE COUNTRYSIDE HOSPITAL,Overall Rating,79.00,3210,23.00,69.07,9.93
100265,MEASE COUNTRYSIDE HOSPITAL,Medicine Communication,64.33,9630,23.00,58.01,6.32
100043,MEASE DUNEDIN HOSPITAL,Discharge Information,87.67,2229,22.00,84.27,3.40
100043,MEASE DUNEDIN HOSPITAL,Nurse Communication,84.00,2972,22.00,76.39,7.61
100043,MEASE DUNEDIN HOSPITAL,Doctor Communication,80.75,2972,22.00,74.82,5.93
100043,MEASE DUNEDIN HOSPITAL,Recommendation,81.00,743,22.00,70.01,10.99
100043,MEASE DUNEDIN HOSPITAL,Overall Rating,81.00,743,22.00,69.07,11.93
100043,MEASE DUNEDIN HOSPITAL,Medicine Communication,66.00,2229,22.00,58.01,7.99
100285,MEMORIAL HOSPITAL MIRAMAR,Discharge Information,87.00,3987,15.00,84.27,2.73
100285,MEMORIAL HOSPITAL MIRAMAR,Nurse Communication,80.00,5316,15.00,76.39,3.61
100285,MEMORIAL HOSPITAL MIRAMAR,Doctor Communication,80.25,5316,15.00,74.82,5.43
100285,MEMORIAL HOSPITAL MIRAMAR,Recommendation,78.00,1329,15.00,70.01,7.99
100285,MEMORIAL HOSPITAL MIRAMAR,Overall Rating,75.00,1329,15.00,69.07,5.93
100285,MEMORIAL HOSPITAL MIRAMAR,Medicine Communication,63.00,3987,15.00,58.01,4.99
100230,MEMORIAL HOSPITAL PEMBROKE,Discharge Information,83.00,2943,18.00,84.27,-1.27
100230,MEMORIAL HOSPITAL PEMBROKE,Nurse Communication,81.00,3924,18.00,76.39,4.61
100230,MEMORIAL HOSPITAL PEMBROKE,Doctor Communication,80.25,3924,18.00,74.82,5.43
100230,MEMORIAL HOSPITAL PEMBROKE,Recommendation,75.00,981,18.00,70.01,4.99
100230,MEMORIAL HOSPITAL PEMBROKE,Overall Rating,76.00,981,18.00,69.07,6.93
100230,MEMORIAL HOSPITAL PEMBROKE,Medicine Communication,66.00,2943,18.00,58.01,7.99
100281,MEMORIAL HOSPITAL WEST,Discharge Information,85.67,10341,18.00,84.27,1.40
100281,MEMORIAL HOSPITAL WEST,Nurse Communication,78.75,13788,18.00,76.39,2.36
100281,MEMORIAL HOSPITAL WEST,Doctor Communication,79.75,13788,18.00,74.82,4.93
100281,MEMORIAL HOSPITAL WEST,Recommendation,75.00,3447,18.00,70.01,4.99
100281,MEMORIAL HOSPITAL WEST,Overall Rating,73.00,3447,18.00,69.07,3.93
100281,MEMORIAL HOSPITAL WEST,Medicine Communication,60.00,10341,18.00,58.01,1.99
100038,MEMORIAL REGIONAL HOSPITAL,Discharge Information,82.00,9327,15.00,84.27,-2.27
100038,MEMORIAL REGIONAL HOSPITAL,Nurse Communication,74.25,12436,15.00,76.39,-2.14
100038,MEMORIAL REGIONAL HOSPITAL,Doctor Communication,75.75,12436,15.00,74.82,0.93
100038,MEMORIAL REGIONAL HOSPITAL,Recommendation,71.00,3109,15.00,70.01,0.99
100038,MEMORIAL REGIONAL HOSPITAL,Overall Rating,68.00,3109,15.00,69.07,-1.07
100038,MEMORIAL REGIONAL HOSPITAL,Medicine Communication,57.00,9327,15.00,58.01,-1.01
10064F,MIAMI VA MEDICAL CENTER,Discharge Information,84.33,1542,25.00,84.27,0.06
10064F,MIAMI VA MEDICAL CENTER,Nurse Communication,79.00,2056,25.00,76.39,2.61
10064F,MIAMI VA MEDICAL CENTER,Doctor Communication,82.75,2056,25.00,74.82,7.93
10064F,MIAMI VA MEDICAL CENTER,Recommendation,74.00,514,25.00,70.01,3.99
10064F,MIAMI VA MEDICAL CENTER,Overall Rating,75.00,514,25.00,69.07,5.93
10064F,MIAMI VA MEDICAL CENTER,Medicine Communication,66.33,1542,25.00,58.01,8.32
100127,MORTON PLANT HOSPITAL,Discharge Information,87.33,13431,23.00,84.27,3.06
100127,MORTON PLANT HOSPITAL,Nurse Communication,79.75,17908,23.00,76.39,3.36
100127,MORTON PLANT HOSPITAL,Doctor Communication,76.75,17908,23.00,74.82,1.93
100127,MORTON PLANT HOSPITAL,Recommendation,81.00,4477,23.00,70.01,10.99
100127,MORTON PLANT HOSPITAL,Overall Rating,78.00,4477,23.00,69.07,8.93
100127,MORTON PLANT HOSPITAL,Medicine Communication,61.33,13431,23.00,58.01,3.32
100063,MORTON PLANT NORTH BAY HOSPITAL,Discharge Information,87.33,3981,20.00,84.27,3.06
100063,MORTON PLANT NORTH BAY HOSPITAL,Nurse Communication,83.25,5308,20.00,76.39,6.86
100063,MORTON PLANT NORTH BAY HOSPITAL,Doctor Communication,77.75,5308,20.00,74.82,2.93
100063,MORTON PLANT NORTH BAY HOSPITAL,Recommendation,80.00,1327,20.00,70.01,9.99
100063,MORTON PLANT NORTH BAY HOSPITAL,Overall Rating,76.00,1327,20.00,69.07,6.93
100063,MORTON PLANT NORTH BAY HOSPITAL,Medicine Communication,61.33,3981,20.00,58.01,3.32
100034,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",Discharge Information,82.33,12450,24.00,84.27,-1.94
100034,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",Nurse Communication,77.00,16600,24.00,76.39,0.61
100034,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",Doctor Communication,77.75,16600,24.00,74.82,2.93
100034,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",Recommendation,74.00,4150,24.00,70.01,3.99
100034,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",Overall Rating,70.00,4150,24.00,69.07,0.93
100034,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",Medicine Communication,57.33,12450,24.00,58.01,-0.68
100018,NAPLES COMMUNITY HOSPITAL,Discharge Information,81.00,9288,31.00,84.27,-3.27
100018,NAPLES COMMUNITY HOSPITAL,Nurse Communication,68.75,12384,31.00,76.39,-7.64
100018,NAPLES COMMUNITY HOSPITAL,Doctor Communication,73.25,12384,31.00,74.82,-1.57
100018,NAPLES COMMUNITY HOSPITAL,Recommendation,66.00,3096,31.00,70.01,-4.01
100018,NAPLES COMMUNITY HOSPITAL,Overall Rating,62.00,3096,31.00,69.07,-7.07
