facility_id,facility_name,category,weighted_favorable_percent,response_count,response_rate_context,florida_category_average,difference_from_florida_average
100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,Nurse Communication,73.75,6980,23.00,76.39,-2.64
100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,Doctor Communication,74.50,6980,23.00,74.82,-0.32
100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,Recommendation,58.00,1745,23.00,70.01,-12.01
100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,Overall Rating,57.00,1745,23.00,69.07,-12.07
100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,Medicine Communication,52.00,5235,23.00,58.01,-6.01
100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,Discharge Information,84.00,6993,19.00,84.27,-0.27
100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,Nurse Communication,72.75,9324,19.00,76.39,-3.64
100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,Doctor Communication,74.00,9324,19.00,74.82,-0.82
100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,Recommendation,61.00,2331,19.00,70.01,-9.01
100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,Overall Rating,60.00,2331,19.00,69.07,-9.07
100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,Medicine Communication,54.00,6993,19.00,58.01,-4.01
100183,CORAL GABLES HOSPITAL,Discharge Information,85.33,537,10.00,84.27,1.06
100183,CORAL GABLES HOSPITAL,Nurse Communication,77.00,716,10.00,76.39,0.61
100183,CORAL GABLES HOSPITAL,Doctor Communication,76.25,716,10.00,74.82,1.43
100183,CORAL GABLES HOSPITAL,Recommendation,64.00,179,10.00,70.01,-6.01
100183,CORAL GABLES HOSPITAL,Overall Rating,56.00,179,10.00,69.07,-13.07
100183,CORAL GABLES HOSPITAL,Medicine Communication,63.00,537,10.00,58.01,4.99
100258,DELRAY MEDICAL CENTER,Discharge Information,69.67,5184,23.00,84.27,-14.60
100258,DELRAY MEDICAL CENTER,Nurse Communication,60.00,6912,23.00,76.39,-16.39
100258,DELRAY MEDICAL CENTER,Doctor Communication,62.00,6912,23.00,74.82,-12.82
100258,DELRAY MEDICAL CENTER,Recommendation,45.00,1728,23.00,70.01,-25.01
100258,DELRAY MEDICAL CENTER,Overall Rating,46.00,1728,23.00,69.07,-23.07
100258,DELRAY MEDICAL CENTER,Medicine Communication,44.67,5184,23.00,58.01,-13.34
100175,DESOTO MEMORIAL HOSPITAL,Discharge Information,88.00,375,21.00,84.27,3.73
100175,DESOTO MEMORIAL HOSPITAL,Nurse Communication,79.75,500,21.00,76.39,3.36
100175,DESOTO MEMORIAL HOSPITAL,Doctor Communication,83.00,500,21.00,74.82,8.18
100175,DESOTO MEMORIAL HOSPITAL,Recommendation,67.00,125,21.00,70.01,-3.01
100175,DESOTO MEMORIAL HOSPITAL,Overall Rating,64.00,125,21.00,69.07,-5.07
100175,DESOTO MEMORIAL HOSPITAL,Medicine Communication,64.00,375,21.00,58.01,5.99
100296,DOCTORS HOSPITAL,Discharge Information,84.67,1590,24.00,84.27,0.40
100296,DOCTORS HOSPITAL,Nurse Communication,77.25,2120,24.00,76.39,0.86
100296,DOCTORS HOSPITAL,Doctor Communication,81.00,2120,24.00,74.82,6.18
100296,DOCTORS HOSPITAL,Recommendation,73.00,530,24.00,70.01,2.99
100296,DOCTORS HOSPITAL,Overall Rating,73.00,530,24.00,69.07,3.93
100296,DOCTORS HOSPITAL,Medicine Communication,61.00,1590,24.00,58.01,2.99
101307,DOCTORS MEMORIAL HOSPITAL,Discharge Information,,0,,84.27,
101307,DOCTORS MEMORIAL HOSPITAL,Nurse Communication,,0,,76.39,
101307,DOCTORS MEMORIAL HOSPITAL,Doctor Communication,,0,,74.82,
101307,DOCTORS MEMORIAL HOSPITAL,Recommendation,,0,,70.01,
101307,DOCTORS MEMORIAL HOSPITAL,Overall Rating,,0,,69.07,
101307,DOCTORS MEMORIAL HOSPITAL,Medicine Communication,,0,,58.01,
101314,DOCTORS MEMORIAL HOSPITAL INC,Discharge Information,,0,,84.27,
101314,DOCTORS MEMORIAL HOSPITAL INC,Nurse Communication,,0,,76.39,
101314,DOCTORS MEMORIAL HOSPITAL INC,Doctor Communication,,0,,74.82,
101314,DOCTORS MEMORIAL HOSPITAL INC,Recommendation,,0,,70.01,
101314,DOCTORS MEMORIAL HOSPITAL INC,Overall Rating,,0,,69.07,
101314,DOCTORS MEMORIAL HOSPITAL INC,Medicine Communication,,0,,58.01,
100277,DOUGLAS GARDENS HOSPITAL,Discharge Information,,0,,84.27,
100277,DOUGLAS GARDENS HOSPITAL,Nurse Communication,,0,,76.39,
100277,DOUGLAS GARDENS HOSPITAL,Doctor Communication,,0,,74.82,
100277,DOUGLAS GARDENS HOSPITAL,Recommendation,,0,,70.01,
100277,DOUGLAS GARDENS HOSPITAL,Overall Rating,,0,,69.07,
100277,DOUGLAS GARDENS HOSPITAL,Medicine Communication,,0,,58.01,
100134,ED FRASER MEMORIAL HOSPITAL,Discharge Information,92.33,195,20.00,84.27,8.06
100134,ED FRASER MEMORIAL HOSPITAL,Nurse Communication,81.00,260,20.00,76.39,4.61
100134,ED FRASER MEMORIAL HOSPITAL,Doctor Communication,84.00,260,20.00,74.82,9.18
100134,ED FRASER MEMORIAL HOSPITAL,Recommendation,76.00,65,20.00,70.01,5.99
100134,ED FRASER MEMORIAL HOSPITAL,Overall Rating,75.00,65,20.00,69.07,5.93
100134,ED FRASER MEMORIAL HOSPITAL,Medicine Communication,75.00,195,20.00,58.01,16.99
101312,FISHERMEN'S COMMUNITY HOSPITAL,Discharge Information,,0,,84.27,
101312,FISHERMEN'S COMMUNITY HOSPITAL,Nurse Communication,,0,,76.39,
101312,FISHERMEN'S COMMUNITY HOSPITAL,Doctor Communication,,0,,74.82,
101312,FISHERMEN'S COMMUNITY HOSPITAL,Recommendation,,0,,70.01,
101312,FISHERMEN'S COMMUNITY HOSPITAL,Overall Rating,,0,,69.07,
101312,FISHERMEN'S COMMUNITY HOSPITAL,Medicine Communication,,0,,58.01,
100090,FLAGLER HOSPITAL,Discharge Information,83.33,1269,21.00,84.27,-0.94
100090,FLAGLER HOSPITAL,Nurse Communication,77.00,1692,21.00,76.39,0.61
100090,FLAGLER HOSPITAL,Doctor Communication,77.00,1692,21.00,74.82,2.18
100090,FLAGLER HOSPITAL,Recommendation,66.00,423,21.00,70.01,-4.01
100090,FLAGLER HOSPITAL,Overall Rating,66.00,423,21.00,69.07,-3.07
100090,FLAGLER HOSPITAL,Medicine Communication,54.67,1269,21.00,58.01,-3.34
100298,FLORIDA STATE HOSPITAL UNIT 31 MED,Discharge Information,,0,,84.27,
100298,FLORIDA STATE HOSPITAL UNIT 31 MED,Nurse Communication,,0,,76.39,
100298,FLORIDA STATE HOSPITAL UNIT 31 MED,Doctor Communication,,0,,74.82,
100298,FLORIDA STATE HOSPITAL UNIT 31 MED,Recommendation,,0,,70.01,
100298,FLORIDA STATE HOSPITAL UNIT 31 MED,Overall Rating,,0,,69.07,
100298,FLORIDA STATE HOSPITAL UNIT 31 MED,Medicine Communication,,0,,58.01,
101305,GEORGE E WEEMS MEMORIAL HOSPITAL,Discharge Information,,0,,84.27,
101305,GEORGE E WEEMS MEMORIAL HOSPITAL,Nurse Communication,,0,,76.39,
101305,GEORGE E WEEMS MEMORIAL HOSPITAL,Doctor Communication,,0,,74.82,
101305,GEORGE E WEEMS MEMORIAL HOSPITAL,Recommendation,,0,,70.01,
101305,GEORGE E WEEMS MEMORIAL HOSPITAL,Overall Rating,,0,,69.07,
101305,GEORGE E WEEMS MEMORIAL HOSPITAL,Medicine Communication,,0,,58.01,
100287,GOOD SAMARITAN MEDICAL CENTER,Discharge Information,77.67,2634,16.00,84.27,-6.60
100287,GOOD SAMARITAN MEDICAL CENTER,Nurse Communication,70.25,3512,16.00,76.39,-6.14
100287,GOOD SAMARITAN MEDICAL CENTER,Doctor Communication,72.00,3512,16.00,74.82,-2.82
100287,GOOD SAMARITAN MEDICAL CENTER,Recommendation,60.00,878,16.00,70.01,-10.01
100287,GOOD SAMARITAN MEDICAL CENTER,Overall Rating,60.00,878,16.00,69.07,-9.07
100287,GOOD SAMARITAN MEDICAL CENTER,Medicine Communication,54.00,2634,16.00,58.01,-4.01
100266,GULF BREEZE HOSPITAL,Discharge Information,88.67,1584,27.00,84.27,4.40
100266,GULF BREEZE HOSPITAL,Nurse Communication,84.25,2112,27.00,76.39,7.86
100266,GULF BREEZE HOSPITAL,Doctor Communication,82.75,2112,27.00,74.82,7.93
100266,GULF BREEZE HOSPITAL,Recommendation,83.00,528,27.00,70.01,12.99
100266,GULF BREEZE HOSPITAL,Overall Rating,81.00,528,27.00,69.07,11.93
100266,GULF BREEZE HOSPITAL,Medicine Communication,66.67,1584,27.00,58.01,8.66
100220,GULF COAST MEDICAL CENTER LEE HEALTH,Discharge Information,87.00,6234,41.00,84.27,2.73
100220,GULF COAST MEDICAL CENTER LEE HEALTH,Nurse Communication,75.75,8312,41.00,76.39,-0.64
100220,GULF COAST MEDICAL CENTER LEE HEALTH,Doctor Communication,74.75,8312,41.00,74.82,-0.07
100220,GULF COAST MEDICAL CENTER LEE HEALTH,Recommendation,73.00,2078,41.00,70.01,2.99
100220,GULF COAST MEDICAL CENTER LEE HEALTH,Overall Rating,68.00,2078,41.00,69.07,-1.07
100220,GULF COAST MEDICAL CENTER LEE HEALTH,Medicine Communication,56.00,6234,41.00,58.01,-2.01
100330,HALIFAX HEALTH /UF HEALTH MEDICAL CENTER OF DELTON,Discharge Information,83.00,885,15.00,84.27,-1.27
100330,HALIFAX HEALTH /UF HEALTH MEDICAL CENTER OF DELTON,Nurse Communication,73.75,1180,15.00,76.39,-2.64
100330,HALIFAX HEALTH /UF HEALTH MEDICAL CENTER OF DELTON,Doctor Communication,74.75,1180,15.00,74.82,-0.07
100330,HALIFAX HEALTH /UF HEALTH MEDICAL CENTER OF DELTON,Recommendation,73.00,295,15.00,70.01,2.99
100330,HALIFAX HEALTH /UF HEALTH MEDICAL CENTER OF DELTON,Overall Rating,73.00,295,15.00,69.07,3.93
100330,HALIFAX HEALTH /UF HEALTH MEDICAL CENTER OF DELTON,Medicine Communication,61.33,885,15.00,58.01,3.32
100017,HALIFAX HEALTH MEDICAL CENTER,Discharge Information,82.33,5826,19.00,84.27,-1.94
100017,HALIFAX HEALTH MEDICAL CENTER,Nurse Communication,76.75,7768,19.00,76.39,0.36
100017,HALIFAX HEALTH MEDICAL CENTER,Doctor Communication,75.75,7768,19.00,74.82,0.93
100017,HALIFAX HEALTH MEDICAL CENTER,Recommendation,66.00,1942,19.00,70.01,-4.01
100017,HALIFAX HEALTH MEDICAL CENTER,Overall Rating,66.00,1942,19.00,69.07,-3.07
100017,HALIFAX HEALTH MEDICAL CENTER,Medicine Communication,59.33,5826,19.00,58.01,1.32
100131,HCA FLORIDA AVENTURA HOSPITAL,Discharge Information,78.33,1836,16.00,84.27,-5.94
100131,HCA FLORIDA AVENTURA HOSPITAL,Nurse Communication,71.50,2448,16.00,76.39,-4.89
100131,HCA FLORIDA AVENTURA HOSPITAL,Doctor Communication,75.25,2448,16.00,74.82,0.43
100131,HCA FLORIDA AVENTURA HOSPITAL,Recommendation,64.00,612,16.00,70.01,-6.01
100131,HCA FLORIDA AVENTURA HOSPITAL,Overall Rating,64.00,612,16.00,69.07,-5.07
100131,HCA FLORIDA AVENTURA HOSPITAL,Medicine Communication,54.33,1836,16.00,58.01,-3.68
100256,HCA FLORIDA BAYONET POINT HOSPITAL,Discharge Information,80.00,1974,25.00,84.27,-4.27
100256,HCA FLORIDA BAYONET POINT HOSPITAL,Nurse Communication,72.75,2632,25.00,76.39,-3.64
100256,HCA FLORIDA BAYONET POINT HOSPITAL,Doctor Communication,66.25,2632,25.00,74.82,-8.57
100256,HCA FLORIDA BAYONET POINT HOSPITAL,Recommendation,58.00,658,25.00,70.01,-12.01
100256,HCA FLORIDA BAYONET POINT HOSPITAL,Overall Rating,60.00,658,25.00,69.07,-9.07
100256,HCA FLORIDA BAYONET POINT HOSPITAL,Medicine Communication,54.00,1974,25.00,58.01,-4.01
100213,HCA FLORIDA BLAKE HOSPITAL,Discharge Information,81.00,1749,22.00,84.27,-3.27
100213,HCA FLORIDA BLAKE HOSPITAL,Nurse Communication,71.25,2332,22.00,76.39,-5.14
100213,HCA FLORIDA BLAKE HOSPITAL,Doctor Communication,70.00,2332,22.00,74.82,-4.82
100213,HCA FLORIDA BLAKE HOSPITAL,Recommendation,56.00,583,22.00,70.01,-14.01
100213,HCA FLORIDA BLAKE HOSPITAL,Overall Rating,58.00,583,22.00,69.07,-11.07
100213,HCA FLORIDA BLAKE HOSPITAL,Medicine Communication,53.00,1749,22.00,58.01,-5.01
100243,HCA FLORIDA BRANDON HOSPITAL,Discharge Information,83.33,2013,16.00,84.27,-0.94
100243,HCA FLORIDA BRANDON HOSPITAL,Nurse Communication,72.00,2684,16.00,76.39,-4.39
100243,HCA FLORIDA BRANDON HOSPITAL,Doctor Communication,70.75,2684,16.00,74.82,-4.07
100243,HCA FLORIDA BRANDON HOSPITAL,Recommendation,56.00,671,16.00,70.01,-14.01
100243,HCA FLORIDA BRANDON HOSPITAL,Overall Rating,59.00,671,16.00,69.07,-10.07
100243,HCA FLORIDA BRANDON HOSPITAL,Medicine Communication,49.67,2013,16.00,58.01,-8.34
100254,HCA FLORIDA CAPITAL HOSPITAL,Discharge Information,78.33,1902,16.00,84.27,-5.94
100254,HCA FLORIDA CAPITAL HOSPITAL,Nurse Communication,69.75,2536,16.00,76.39,-6.64
100254,HCA FLORIDA CAPITAL HOSPITAL,Doctor Communication,68.75,2536,16.00,74.82,-6.07
100254,HCA FLORIDA CAPITAL HOSPITAL,Recommendation,60.00,634,16.00,70.01,-10.01
100254,HCA FLORIDA CAPITAL HOSPITAL,Overall Rating,59.00,634,16.00,69.07,-10.07
100254,HCA FLORIDA CAPITAL HOSPITAL,Medicine Communication,53.00,1902,16.00,58.01,-5.01
100023,HCA FLORIDA CITRUS HOSPITAL,Discharge Information,85.00,1635,30.00,84.27,0.73
100023,HCA FLORIDA CITRUS HOSPITAL,Nurse Communication,74.25,2180,30.00,76.39,-2.14
100023,HCA FLORIDA CITRUS HOSPITAL,Doctor Communication,71.00,2180,30.00,74.82,-3.82
100023,HCA FLORIDA CITRUS HOSPITAL,Recommendation,63.00,545,30.00,70.01,-7.01
100023,HCA FLORIDA CITRUS HOSPITAL,Overall Rating,63.00,545,30.00,69.07,-6.07
100023,HCA FLORIDA CITRUS HOSPITAL,Medicine Communication,57.00,1635,30.00,58.01,-1.01
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,Discharge Information,82.33,1449,33.00,84.27,-1.94
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,Nurse Communication,77.00,1932,33.00,76.39,0.61
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,Doctor Communication,76.00,1932,33.00,74.82,1.18
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,Recommendation,66.00,483,33.00,70.01,-4.01
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,Overall Rating,69.00,483,33.00,69.07,-0.07
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,Medicine Communication,55.00,1449,33.00,58.01,-3.01
100236,HCA FLORIDA FAWCETT HOSPITAL,Discharge Information,80.00,1773,28.00,84.27,-4.27
100236,HCA FLORIDA FAWCETT HOSPITAL,Nurse Communication,63.25,2364,28.00,76.39,-13.14
100236,HCA FLORIDA FAWCETT HOSPITAL,Doctor Communication,62.00,2364,28.00,74.82,-12.82
100236,HCA FLORIDA FAWCETT HOSPITAL,Recommendation,49.00,591,28.00,70.01,-21.01
100236,HCA FLORIDA FAWCETT HOSPITAL,Overall Rating,48.00,591,28.00,69.07,-21.07
100236,HCA FLORIDA FAWCETT HOSPITAL,Medicine Communication,45.00,1773,28.00,58.01,-13.01
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,Discharge Information,86.00,1893,21.00,84.27,1.73
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,Nurse Communication,77.25,2524,21.00,76.39,0.86
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,Doctor Communication,74.75,2524,21.00,74.82,-0.07
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,Recommendation,64.00,631,21.00,70.01,-6.01
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,Overall Rating,66.00,631,21.00,69.07,-3.07
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,Medicine Communication,57.00,1893,21.00,58.01,-1.01
100242,HCA FLORIDA GULF COAST HOSPITAL,Discharge Information,83.00,2085,17.00,84.27,-1.27
100242,HCA FLORIDA GULF COAST HOSPITAL,Nurse Communication,70.25,2780,17.00,76.39,-6.14
100242,HCA FLORIDA GULF COAST HOSPITAL,Doctor Communication,72.75,2780,17.00,74.82,-2.07
100242,HCA FLORIDA GULF COAST HOSPITAL,Recommendation,61.00,695,17.00,70.01,-9.01
100242,HCA FLORIDA GULF COAST HOSPITAL,Overall Rating,61.00,695,17.00,69.07,-8.07
100242,HCA FLORIDA GULF COAST HOSPITAL,Medicine Communication,51.33,2085,17.00,58.01,-6.68
100049,HCA FLORIDA HIGHLANDS HOSPITAL,Discharge Information,80.00,1356,23.00,84.27,-4.27
100049,HCA FLORIDA HIGHLANDS HOSPITAL,Nurse Communication,75.00,1808,23.00,76.39,-1.39
100049,HCA FLORIDA HIGHLANDS HOSPITAL,Doctor Communication,69.75,1808,23.00,74.82,-5.07
100049,HCA FLORIDA HIGHLANDS HOSPITAL,Recommendation,66.00,452,23.00,70.01,-4.01
100049,HCA FLORIDA HIGHLANDS HOSPITAL,Overall Rating,64.00,452,23.00,69.07,-5.07
100049,HCA FLORIDA HIGHLANDS HOSPITAL,Medicine Communication,55.00,1356,23.00,58.01,-3.01
100080,HCA FLORIDA JFK HOSPITAL,Discharge Information,74.33,2616,14.00,84.27,-9.94
100080,HCA FLORIDA JFK HOSPITAL,Nurse Communication,67.25,3488,14.00,76.39,-9.14
100080,HCA FLORIDA JFK HOSPITAL,Doctor Communication,70.00,3488,14.00,74.82,-4.82
100080,HCA FLORIDA JFK HOSPITAL,Recommendation,58.00,872,14.00,70.01,-12.01
100080,HCA FLORIDA JFK HOSPITAL,Overall Rating,58.00,872,14.00,69.07,-11.07
100080,HCA FLORIDA JFK HOSPITAL,Medicine Communication,49.33,2616,14.00,58.01,-8.68
100209,HCA FLORIDA KENDALL HOSPITAL,Discharge Information,80.00,2247,14.00,84.27,-4.27
100209,HCA FLORIDA KENDALL HOSPITAL,Nurse Communication,73.75,2996,14.00,76.39,-2.64
100209,HCA FLORIDA KENDALL HOSPITAL,Doctor Communication,74.75,2996,14.00,74.82,-0.07
100209,HCA FLORIDA KENDALL HOSPITAL,Recommendation,60.00,749,14.00,70.01,-10.01
100209,HCA FLORIDA KENDALL HOSPITAL,Overall Rating,60.00,749,14.00,69.07,-9.07
100209,HCA FLORIDA KENDALL HOSPITAL,Medicine Communication,60.33,2247,14.00,58.01,2.32
100156,HCA FLORIDA LAKE CITY HOSPITAL,Discharge Information,83.33,1404,15.00,84.27,-0.94
100156,HCA FLORIDA LAKE CITY HOSPITAL,Nurse Communication,77.00,1872,15.00,76.39,0.61
100156,HCA FLORIDA LAKE CITY HOSPITAL,Doctor Communication,73.75,1872,15.00,74.82,-1.07
100156,HCA FLORIDA LAKE CITY HOSPITAL,Recommendation,61.00,468,15.00,70.01,-9.01
100156,HCA FLORIDA LAKE CITY HOSPITAL,Overall Rating,62.00,468,15.00,69.07,-7.07
100156,HCA FLORIDA LAKE CITY HOSPITAL,Medicine Communication,56.00,1404,15.00,58.01,-2.01
100248,HCA FLORIDA LARGO HOSPITAL,Discharge Information,76.00,2034,22.00,84.27,-8.27
100248,HCA FLORIDA LARGO HOSPITAL,Nurse Communication,66.75,2712,22.00,76.39,-9.64
100248,HCA FLORIDA LARGO HOSPITAL,Doctor Communication,68.75,2712,22.00,74.82,-6.07
100248,HCA FLORIDA LARGO HOSPITAL,Recommendation,58.00,678,22.00,70.01,-12.01
100248,HCA FLORIDA LARGO HOSPITAL,Overall Rating,56.00,678,22.00,69.07,-13.07
100248,HCA FLORIDA LARGO HOSPITAL,Medicine Communication,46.00,2034,22.00,58.01,-12.01
100246,HCA FLORIDA LAWNWOOD HOSPITAL,Discharge Information,80.00,2085,18.00,84.27,-4.27
100246,HCA FLORIDA LAWNWOOD HOSPITAL,Nurse Communication,73.75,2780,18.00,76.39,-2.64
100246,HCA FLORIDA LAWNWOOD HOSPITAL,Doctor Communication,68.75,2780,18.00,74.82,-6.07
100246,HCA FLORIDA LAWNWOOD HOSPITAL,Recommendation,61.00,695,18.00,70.01,-9.01
100246,HCA FLORIDA LAWNWOOD HOSPITAL,Overall Rating,59.00,695,18.00,69.07,-10.07
100246,HCA FLORIDA LAWNWOOD HOSPITAL,Medicine Communication,46.33,2085,18.00,58.01,-11.68
100107,HCA FLORIDA LEHIGH HOSPITAL,Discharge Information,74.00,1113,20.00,84.27,-10.27
100107,HCA FLORIDA LEHIGH HOSPITAL,Nurse Communication,69.75,1484,20.00,76.39,-6.64
100107,HCA FLORIDA LEHIGH HOSPITAL,Doctor Communication,70.75,1484,20.00,74.82,-4.07
100107,HCA FLORIDA LEHIGH HOSPITAL,Recommendation,55.00,371,20.00,70.01,-15.01
100107,HCA FLORIDA LEHIGH HOSPITAL,Overall Rating,54.00,371,20.00,69.07,-15.07
100107,HCA FLORIDA LEHIGH HOSPITAL,Medicine Communication,51.67,1113,20.00,58.01,-6.34
100179,HCA FLORIDA MEMORIAL HOSPITAL,Discharge Information,79.67,1977,13.00,84.27,-4.60
100179,HCA FLORIDA MEMORIAL HOSPITAL,Nurse Communication,74.25,2636,13.00,76.39,-2.14
100179,HCA FLORIDA MEMORIAL HOSPITAL,Doctor Communication,70.50,2636,13.00,74.82,-4.32
100179,HCA FLORIDA MEMORIAL HOSPITAL,Recommendation,62.00,659,13.00,70.01,-8.01
100179,HCA FLORIDA MEMORIAL HOSPITAL,Overall Rating,64.00,659,13.00,69.07,-5.07
100179,HCA FLORIDA MEMORIAL HOSPITAL,Medicine Communication,57.00,1977,13.00,58.01,-1.01
100167,HCA FLORIDA MERCY HOSPITAL,Discharge Information,75.67,1959,12.00,84.27,-8.60
100167,HCA FLORIDA MERCY HOSPITAL,Nurse Communication,77.00,2612,12.00,76.39,0.61
100167,HCA FLORIDA MERCY HOSPITAL,Doctor Communication,75.00,2612,12.00,74.82,0.18
100167,HCA FLORIDA MERCY HOSPITAL,Recommendation,67.00,653,12.00,70.01,-3.01
100167,HCA FLORIDA MERCY HOSPITAL,Overall Rating,65.00,653,12.00,69.07,-4.07
100167,HCA FLORIDA MERCY HOSPITAL,Medicine Communication,57.33,1959,12.00,58.01,-0.68
100204,HCA FLORIDA NORTH FLORIDA HOSPITAL,Discharge Information,82.00,1722,18.00,84.27,-2.27
100204,HCA FLORIDA NORTH FLORIDA HOSPITAL,Nurse Communication,70.25,2296,18.00,76.39,-6.14
100204,HCA FLORIDA NORTH FLORIDA HOSPITAL,Doctor Communication,72.00,2296,18.00,74.82,-2.82
100204,HCA FLORIDA NORTH FLORIDA HOSPITAL,Recommendation,59.00,574,18.00,70.01,-11.01
100204,HCA FLORIDA NORTH FLORIDA HOSPITAL,Overall Rating,59.00,574,18.00,69.07,-10.07
100204,HCA FLORIDA NORTH FLORIDA HOSPITAL,Medicine Communication,53.00,1722,18.00,58.01,-5.01
100238,HCA FLORIDA NORTHSIDE HOSPITAL,Discharge Information,79.33,1722,18.00,84.27,-4.94
100238,HCA FLORIDA NORTHSIDE HOSPITAL,Nurse Communication,71.75,2296,18.00,76.39,-4.64
100238,HCA FLORIDA NORTHSIDE HOSPITAL,Doctor Communication,68.50,2296,18.00,74.82,-6.32
100238,HCA FLORIDA NORTHSIDE HOSPITAL,Recommendation,53.00,574,18.00,70.01,-17.01
100238,HCA FLORIDA NORTHSIDE HOSPITAL,Overall Rating,57.00,574,18.00,69.07,-12.07
100238,HCA FLORIDA NORTHSIDE HOSPITAL,Medicine Communication,51.00,1722,18.00,58.01,-7.01
100189,HCA FLORIDA NORTHWEST HOSPITAL,Discharge Information,70.00,1923,15.00,84.27,-14.27
100189,HCA FLORIDA NORTHWEST HOSPITAL,Nurse Communication,64.75,2564,15.00,76.39,-11.64
100189,HCA FLORIDA NORTHWEST HOSPITAL,Doctor Communication,66.25,2564,15.00,74.82,-8.57
100189,HCA FLORIDA NORTHWEST HOSPITAL,Recommendation,56.00,641,15.00,70.01,-14.01
100189,HCA FLORIDA NORTHWEST HOSPITAL,Overall Rating,57.00,641,15.00,69.07,-12.07
100189,HCA FLORIDA NORTHWEST HOSPITAL,Medicine Communication,47.00,1923,15.00,58.01,-11.01
100264,HCA FLORIDA OAK HILL HOSPITAL,Discharge Information,81.67,2079,25.00,84.27,-2.60
100264,HCA FLORIDA OAK HILL HOSPITAL,Nurse Communication,73.25,2772,25.00,76.39,-3.14
100264,HCA FLORIDA OAK HILL HOSPITAL,Doctor Communication,68.75,2772,25.00,74.82,-6.07
100264,HCA FLORIDA OAK HILL HOSPITAL,Recommendation,59.00,693,25.00,70.01,-11.01
100264,HCA FLORIDA OAK HILL HOSPITAL,Overall Rating,61.00,693,25.00,69.07,-8.07
100264,HCA FLORIDA OAK HILL HOSPITAL,Medicine Communication,53.00,2079,25.00,58.01,-5.01
100226,HCA FLORIDA ORANGE PARK HOSPITAL,Discharge Information,83.00,1983,14.00,84.27,-1.27
100226,HCA FLORIDA ORANGE PARK HOSPITAL,Nurse Communication,73.25,2644,14.00,76.39,-3.14
100226,HCA FLORIDA ORANGE PARK HOSPITAL,Doctor Communication,72.00,2644,14.00,74.82,-2.82
100226,HCA FLORIDA ORANGE PARK HOSPITAL,Recommendation,63.00,661,14.00,70.01,-7.01
100226,HCA FLORIDA ORANGE PARK HOSPITAL,Overall Rating,65.00,661,14.00,69.07,-4.07
100226,HCA FLORIDA ORANGE PARK HOSPITAL,Medicine Communication,55.33,1983,14.00,58.01,-2.68
100110,HCA FLORIDA OSCEOLA HOSPITAL,Discharge Information,77.67,2139,15.00,84.27,-6.60
100110,HCA FLORIDA OSCEOLA HOSPITAL,Nurse Communication,71.75,2852,15.00,76.39,-4.64
100110,HCA FLORIDA OSCEOLA HOSPITAL,Doctor Communication,71.50,2852,15.00,74.82,-3.32
100110,HCA FLORIDA OSCEOLA HOSPITAL,Recommendation,60.00,713,15.00,70.01,-10.01
100110,HCA FLORIDA OSCEOLA HOSPITAL,Overall Rating,61.00,713,15.00,69.07,-8.07
100110,HCA FLORIDA OSCEOLA HOSPITAL,Medicine Communication,51.33,2139,15.00,58.01,-6.68
100269,HCA FLORIDA PALMS WEST HOSPITAL,Discharge Information,79.33,1797,13.00,84.27,-4.94
100269,HCA FLORIDA PALMS WEST HOSPITAL,Nurse Communication,71.00,2396,13.00,76.39,-5.39
100269,HCA FLORIDA PALMS WEST HOSPITAL,Doctor Communication,71.25,2396,13.00,74.82,-3.57
100269,HCA FLORIDA PALMS WEST HOSPITAL,Recommendation,61.00,599,13.00,70.01,-9.01
100269,HCA FLORIDA PALMS WEST HOSPITAL,Overall Rating,63.00,599,13.00,69.07,-6.07
100269,HCA FLORIDA PALMS WEST HOSPITAL,Medicine Communication,49.33,1797,13.00,58.01,-8.68
100126,HCA FLORIDA PASADENA HOSPITAL A PART OF HCA FLORID,Discharge Information,84.67,1179,26.00,84.27,0.40
